Held	Helden	N;NFIN	N;DAT;PL	C
Mischelement	Mischelement	N;NFIN	N;NOM;SG	C
Karikaturistin	Karikaturistinnen	N;NFIN	N;DAT;PL	C
Greyerzer	Greyerzern	N;NFIN	N;DAT;PL	C
Aphasie	Aphasien	N;NFIN	N;DAT;PL	C
Entrée	Entrées	N;NFIN	N;DAT;PL	C
Provinz	Provinzen	N;NFIN	N;DAT;PL	C
Fremdwort	Fremdwort	N;NFIN	N;NOM;SG	C
Spiel	Spielen	N;NFIN	N;DAT;PL	C
arrivieren	arrivierst	V;NFIN	V;IND;PRS;2;SG	C
stutzen	stutzt	V;NFIN	V;IND;PRS;2;SG	C
Stiefmütterchen	Stiefmütterchen	N;NFIN	N;DAT;PL	C
leisten	leistest	V;NFIN	V;SBJV;PRS;2;SG	C
Melanterit	Melanteriten	N;NFIN	N;DAT;PL	C
touchieren	touchiere	V;NFIN	V;SBJV;PRS;1;SG	C
Rotscheitelreiher	Rotscheitelreiher	N;NFIN	N;NOM;SG	C
wallfahren	wallfahrest	V;NFIN	V;SBJV;PRS;2;SG	C
Lärche	Lärche	N;NFIN	N;NOM;SG	C
fliehen	fliehe	V;NFIN	V;SBJV;PRS;1;SG	C
punkten	punkteten	V;NFIN	V;SBJV;PST;3;PL	C
Petersfisch	Petersfischen	N;NFIN	N;DAT;PL	C
Fotosynthese	Fotosynthese	N;NFIN	N;NOM;SG	C
verreisen	verreisest	V;NFIN	V;SBJV;PRS;2;SG	C
belüften	belüftete	V;NFIN	V;SBJV;PST;1;SG	C
Durchbruch	Durchbruch	N;NFIN	N;NOM;SG	C
Spende	Spende	N;NFIN	N;NOM;SG	C
Zapfen	Zapfen	N;NFIN	N;DAT;PL	C
Döner	Döner	N;NFIN	N;NOM;SG	C
Philerast	Philerast	N;NFIN	N;NOM;SG	C
Sitzfleisch	Sitzfleisch	N;NFIN	N;NOM;SG	C
Schwänzchen	Schwänzchen	N;NFIN	N;NOM;SG	C
Lotterie	Lotterien	N;NFIN	N;DAT;PL	C
Cholesterin	Cholesterin	N;NFIN	N;NOM;SG	C
Kernladungszahl	Kernladungszahl	N;NFIN	N;NOM;SG	C
schwingen	schwängen	V;NFIN	V;SBJV;PST;3;PL	C
Homodimer	Homodimeren	N;NFIN	N;DAT;PL	C
Idolatrie	Idolatrien	N;NFIN	N;DAT;PL	C
Signal	Signal	N;NFIN	N;NOM;SG	C
Achsel	Achseln	N;NFIN	N;DAT;PL	C
Friedensforscherin	Friedensforscherinnen	N;NFIN	N;DAT;PL	C
schwadronieren	schwadronierten	V;NFIN	V;SBJV;PST;3;PL	C
verfügen	verfügten	V;NFIN	V;SBJV;PST;3;PL	C
rüsten	rüste	V;NFIN	V;SBJV;PRS;1;SG	C
Kardinal	Kardinal	N;NFIN	N;NOM;SG	C
verseuchen	verseucht	V;NFIN	V;IND;PRS;2;PL	C
Literatur	Literaturen	N;NFIN	N;DAT;PL	C
aasen	aase	V;NFIN	V;SBJV;PRS;1;SG	C
Fadenlauf	Fadenlauf	N;NFIN	N;NOM;SG	C
thematisieren	thematisierte	V;NFIN	V;SBJV;PST;1;SG	C
jappen	jappten	V;NFIN	V;SBJV;PST;3;PL	C
finanzieren	finanzierest	V;NFIN	V;SBJV;PRS;2;SG	C
Apportierhund	Apportierhund	N;NFIN	N;NOM;SG	C
Sauberfrau	Sauberfrauen	N;NFIN	N;DAT;PL	C
dekompilieren	dekompilierten	V;NFIN	V;SBJV;PST;3;PL	C
überschatten	überschattete	V;NFIN	V;SBJV;PST;1;SG	C
Nussknacker	Nussknackern	N;NFIN	N;DAT;PL	C
Leitkegel	Leitkegel	N;NFIN	N;NOM;SG	C
blondieren	blondiert	V;NFIN	V;IND;PRS;2;PL	C
Geheimdienst	Geheimdienst	N;NFIN	N;NOM;SG	C
Agoraphobie	Agoraphobien	N;NFIN	N;DAT;PL	C
Unter	Unter	N;NFIN	N;NOM;SG	C
duschen	duschten	V;NFIN	V;SBJV;PST;3;PL	C
Gitarrenspieler	Gitarrenspieler	N;NFIN	N;NOM;SG	C
Halter	Halter	N;NFIN	N;NOM;SG	C
Hardwareentwicklerin	Hardwareentwicklerin	N;NFIN	N;NOM;SG	C
kichern	kichert	V;NFIN	V;IND;PRS;2;PL	C
kramen	kramst	V;NFIN	V;IND;PRS;2;SG	C
ruckeln	ruckelst	V;NFIN	V;IND;PRS;2;SG	C
Duft	Düften	N;NFIN	N;DAT;PL	C
koordinieren	koordinieret	V;NFIN	V;SBJV;PRS;2;PL	C
Neuigkeit	Neuigkeiten	N;NFIN	N;DAT;PL	C
Spektralbereich	Spektralbereichen	N;NFIN	N;DAT;PL	C
erziehen	erziehst	V;NFIN	V;IND;PRS;2;SG	C
verbrauchen	verbrauchet	V;NFIN	V;SBJV;PRS;2;PL	C
Fehlen	Fehlen	N;NFIN	N;NOM;SG	C
Schaffnerin	Schaffnerinnen	N;NFIN	N;DAT;PL	C
emigrieren	emigrieret	V;NFIN	V;SBJV;PRS;2;PL	C
Besteck	Besteck	N;NFIN	N;NOM;SG	C
Smaragdkehlkolibri	Smaragdkehlkolibris	N;NFIN	N;DAT;PL	C
More	Moren	N;NFIN	N;DAT;PL	C
recyceln	recycelten	V;NFIN	V;SBJV;PST;3;PL	C
Adeliepinguin	Adeliepinguin	N;NFIN	N;NOM;SG	C
Untiefe	Untiefe	N;NFIN	N;NOM;SG	C
Freibergit	Freibergit	N;NFIN	N;NOM;SG	C
Ächselchen	Ächselchen	N;NFIN	N;NOM;SG	C
Pimmel	Pimmel	N;NFIN	N;NOM;SG	C
Zeithorizont	Zeithorizonten	N;NFIN	N;DAT;PL	C
grienen	grienest	V;NFIN	V;SBJV;PRS;2;SG	C
Aha-Erlebnis	Aha-Erlebnis	N;NFIN	N;NOM;SG	C
Entmachtung	Entmachtungen	N;NFIN	N;DAT;PL	C
Kassiterit	Kassiteriten	N;NFIN	N;DAT;PL	C
Negermusik	Negermusik	N;NFIN	N;NOM;SG	C
Rehbock	Rehbock	N;NFIN	N;NOM;SG	C
Imperialismus	Imperialismen	N;NFIN	N;DAT;PL	C
fingieren	fingieret	V;NFIN	V;SBJV;PRS;2;PL	C
quasseln	quasselten	V;NFIN	V;SBJV;PST;3;PL	C
Hode	Hode	N;NFIN	N;NOM;SG	C
obfuskieren	obfuskierten	V;NFIN	V;SBJV;PST;3;PL	C
Früchtchen	Früchtchen	N;NFIN	N;NOM;SG	C
lodern	lodert	V;NFIN	V;IND;PRS;2;PL	C
entkommen	entkäme	V;NFIN	V;SBJV;PST;1;SG	C
Lebenskraft	Lebenskräften	N;NFIN	N;DAT;PL	C
dividieren	dividiere	V;NFIN	V;SBJV;PRS;1;SG	C
verabschieden	verabschiedeten	V;NFIN	V;SBJV;PST;3;PL	C
zertifizieren	zertifizierst	V;NFIN	V;IND;PRS;2;SG	C
Aromastoff	Aromastoffen	N;NFIN	N;DAT;PL	C
Genkinit	Genkinit	N;NFIN	N;NOM;SG	C
trödeln	trödele	V;NFIN	V;SBJV;PRS;1;SG	C
erbringen	erbringst	V;NFIN	V;IND;PRS;2;SG	C
Stadtbezirk	Stadtbezirken	N;NFIN	N;DAT;PL	C
Rücktrittbremse	Rücktrittbremsen	N;NFIN	N;DAT;PL	C
Ypecaharalle	Ypecaharalle	N;NFIN	N;NOM;SG	C
schlachten	schlachtet	V;NFIN	V;SBJV;PRS;2;PL	C
Excimerlaser	Excimerlasern	N;NFIN	N;DAT;PL	C
scherzen	scherze	V;NFIN	V;SBJV;PRS;1;SG	C
Andrologie	Andrologie	N;NFIN	N;NOM;SG	C
flitzen	flitzte	V;NFIN	V;SBJV;PST;1;SG	C
bescheren	bescherten	V;NFIN	V;SBJV;PST;3;PL	C
Mönch	Mönchen	N;NFIN	N;DAT;PL	C
genieren	genieret	V;NFIN	V;SBJV;PRS;2;PL	C
eskalieren	eskalieret	V;NFIN	V;SBJV;PRS;2;PL	C
verschreiben	verschreibt	V;NFIN	V;IND;PRS;2;PL	C
Honigbär	Honigbären	N;NFIN	N;DAT;PL	C
kooperieren	kooperierst	V;NFIN	V;IND;PRS;2;SG	C
Mop	Mop	N;NFIN	N;NOM;SG	C
unterstützen	unterstützten	V;NFIN	V;SBJV;PST;3;PL	C
boßen	boßte	V;NFIN	V;SBJV;PST;1;SG	C
Remis	Remis	N;NFIN	N;NOM;SG	C
Adler	Adler	N;NFIN	N;NOM;SG	C
Basilikum	Basilikum	N;NFIN	N;NOM;SG	C
Antitranspirant	Antitranspiranten	N;NFIN	N;DAT;PL	C
Metapher	Metaphern	N;NFIN	N;DAT;PL	C
Schreiben	Schreiben	N;NFIN	N;DAT;PL	C
chloroformieren	chloroformieret	V;NFIN	V;SBJV;PRS;2;PL	C
Einsatz	Einsatz	N;NFIN	N;NOM;SG	C
schnorren	schnorrest	V;NFIN	V;SBJV;PRS;2;SG	C
Automatikgetriebe	Automatikgetrieben	N;NFIN	N;DAT;PL	C
Markise	Markise	N;NFIN	N;NOM;SG	C
Schwärmerei	Schwärmereien	N;NFIN	N;DAT;PL	C
Sabotage	Sabotagen	N;NFIN	N;DAT;PL	C
sterilisieren	sterilisierten	V;NFIN	V;SBJV;PST;3;PL	C
hydrolysieren	hydrolysierest	V;NFIN	V;SBJV;PRS;2;SG	C
Citrat	Citrat	N;NFIN	N;NOM;SG	C
mästen	mästet	V;NFIN	V;SBJV;PRS;2;PL	C
Abartigkeit	Abartigkeit	N;NFIN	N;NOM;SG	C
Linguist	Linguist	N;NFIN	N;NOM;SG	C
bollern	bollerest	V;NFIN	V;SBJV;PRS;2;SG	C
Karer	Karer	N;NFIN	N;NOM;SG	C
Füllfeder	Füllfedern	N;NFIN	N;DAT;PL	C
Treppe	Treppe	N;NFIN	N;NOM;SG	C
Tatsachenbeschöniger	Tatsachenbeschöniger	N;NFIN	N;NOM;SG	C
Otavit	Otaviten	N;NFIN	N;DAT;PL	C
Qualifikation	Qualifikationen	N;NFIN	N;DAT;PL	C
Extrem	Extremen	N;NFIN	N;DAT;PL	C
Begrenzung	Begrenzungen	N;NFIN	N;DAT;PL	C
Cola	Cola	N;NFIN	N;NOM;SG	C
Planer	Planern	N;NFIN	N;DAT;PL	C
Dorngesträuch	Dorngesträuch	N;NFIN	N;NOM;SG	C
Gallan	Gallanen	N;NFIN	N;DAT;PL	C
Kaktusfeige	Kaktusfeige	N;NFIN	N;NOM;SG	C
erliegen	erliegst	V;NFIN	V;IND;PRS;2;SG	C
rebellieren	rebellieret	V;NFIN	V;SBJV;PRS;2;PL	C
Lehrkörper	Lehrkörpern	N;NFIN	N;DAT;PL	C
Bruder	Brüdern	N;NFIN	N;DAT;PL	C
kasernieren	kasernierte	V;NFIN	V;SBJV;PST;1;SG	C
Panzerschreck	Panzerschreck	N;NFIN	N;NOM;SG	C
Vergeltung	Vergeltungen	N;NFIN	N;DAT;PL	C
Trümmersprache	Trümmersprache	N;NFIN	N;NOM;SG	C
argumentieren	argumentierest	V;NFIN	V;SBJV;PRS;2;SG	C
entfachen	entfachet	V;NFIN	V;SBJV;PRS;2;PL	C
Kalb	Kalb	N;NFIN	N;NOM;SG	C
bölken	bölkte	V;NFIN	V;SBJV;PST;1;SG	C
verspäten	verspätete	V;NFIN	V;SBJV;PST;1;SG	C
manövrieren	manövrieret	V;NFIN	V;SBJV;PRS;2;PL	C
Schlepper	Schleppern	N;NFIN	N;DAT;PL	C
Galeere	Galeeren	N;NFIN	N;DAT;PL	C
erraten	erratet	V;NFIN	V;IND;PRS;2;PL	C
massakrieren	massakrierten	V;NFIN	V;SBJV;PST;3;PL	C
Generator	Generatoren	N;NFIN	N;DAT;PL	C
häufen	häufte	V;NFIN	V;SBJV;PST;1;SG	C
colorieren	colorierten	V;NFIN	V;SBJV;PST;3;PL	C
härten	härtet	V;NFIN	V;IND;PRS;2;PL	C
Technetat	Technetaten	N;NFIN	N;DAT;PL	C
Überfamilie	Überfamilie	N;NFIN	N;NOM;SG	C
segmentieren	segmentierten	V;NFIN	V;SBJV;PST;3;PL	C
verfinstern	verfinstere	V;NFIN	V;SBJV;PRS;1;SG	C
sehnen	sehnst	V;NFIN	V;IND;PRS;2;SG	C
Erdbirne	Erdbirnen	N;NFIN	N;DAT;PL	C
Beschuldigung	Beschuldigung	N;NFIN	N;NOM;SG	C
antworten	antworte	V;NFIN	V;SBJV;PRS;1;SG	C
Affenbrotbaum	Affenbrotbäumen	N;NFIN	N;DAT;PL	C
Möbiusband	Möbiusbändern	N;NFIN	N;DAT;PL	C
strullern	strullerst	V;NFIN	V;IND;PRS;2;SG	C
Sprecher	Sprecher	N;NFIN	N;NOM;SG	C
Langzeichen	Langzeichen	N;NFIN	N;NOM;SG	C
Schönredner	Schönredner	N;NFIN	N;NOM;SG	C
Apfelbaum	Apfelbäumen	N;NFIN	N;DAT;PL	C
verzeigen	verzeigt	V;NFIN	V;IND;PRS;2;PL	C
referenzieren	referenzierte	V;NFIN	V;SBJV;PST;1;SG	C
Überweisung	Überweisung	N;NFIN	N;NOM;SG	C
beauftragen	beauftragt	V;NFIN	V;IND;PRS;2;PL	C
Überschuss	Überschüssen	N;NFIN	N;DAT;PL	C
hinterfragen	hinterfragten	V;NFIN	V;SBJV;PST;3;PL	C
dampfen	dampfst	V;NFIN	V;IND;PRS;2;SG	C
Kerl	Kerls	N;NFIN	N;DAT;PL	C
Pflanzenwachstum	Pflanzenwachstum	N;NFIN	N;NOM;SG	C
Chasar	Chasar	N;NFIN	N;NOM;SG	C
wursteln	wurstelten	V;NFIN	V;SBJV;PST;3;PL	C
widerrufen	widerrufe	V;NFIN	V;SBJV;PRS;1;SG	C
umhüllen	umhüllst	V;NFIN	V;IND;PRS;2;SG	C
Somit	Somiten	N;NFIN	N;DAT;PL	C
Sünder	Sündern	N;NFIN	N;DAT;PL	C
quietschen	quietschest	V;NFIN	V;SBJV;PRS;2;SG	C
Fußboden	Fußboden	N;NFIN	N;NOM;SG	C
Bergsteiger	Bergsteiger	N;NFIN	N;DAT;PL	C
Narkotikum	Narkotikum	N;NFIN	N;NOM;SG	C
Mopp	Mopps	N;NFIN	N;DAT;PL	C
Maut	Mauten	N;NFIN	N;DAT;PL	C
protestieren	protestierest	V;NFIN	V;SBJV;PRS;2;SG	C
analysieren	analysieret	V;NFIN	V;SBJV;PRS;2;PL	C
Ölfass	Ölfässern	N;NFIN	N;DAT;PL	C
Nullpunkt	Nullpunkt	N;NFIN	N;NOM;SG	C
Radsatz	Radsätzen	N;NFIN	N;DAT;PL	C
Lautwandel	Lautwandeln	N;NFIN	N;DAT;PL	C
widmen	widmeten	V;NFIN	V;SBJV;PST;3;PL	C
idealisieren	idealisierten	V;NFIN	V;SBJV;PST;3;PL	C
grabbeln	grabbelten	V;NFIN	V;SBJV;PST;3;PL	C
verbünden	verbündete	V;NFIN	V;SBJV;PST;1;SG	C
Staatsführung	Staatsführungen	N;NFIN	N;DAT;PL	C
erpressen	erpresst	V;NFIN	V;IND;PRS;2;SG	C
Deckenfarbe	Deckenfarbe	N;NFIN	N;NOM;SG	C
Privatsache	Privatsachen	N;NFIN	N;DAT;PL	C
beschottern	beschotterten	V;NFIN	V;SBJV;PST;3;PL	C
Ausbeuterei	Ausbeuterei	N;NFIN	N;NOM;SG	C
möppern	möpperst	V;NFIN	V;IND;PRS;2;SG	C
bombardieren	bombardiere	V;NFIN	V;SBJV;PRS;1;SG	C
Päderast	Päderast	N;NFIN	N;NOM;SG	C
Untier	Untier	N;NFIN	N;NOM;SG	C
Verselbstständigung	Verselbstständigung	N;NFIN	N;NOM;SG	C
motivieren	motivierten	V;NFIN	V;SBJV;PST;3;PL	C
Numerus	Numerus	N;NFIN	N;NOM;SG	C
queren	querest	V;NFIN	V;SBJV;PRS;2;SG	C
Zur-Schau-Stellen	Zur-Schau-Stellen	N;NFIN	N;NOM;SG	C
Kleptokratie	Kleptokratien	N;NFIN	N;DAT;PL	C
überfischen	überfischt	V;NFIN	V;IND;PRS;2;PL	C
falten	falteten	V;NFIN	V;SBJV;PST;3;PL	C
beleidigen	beleidigst	V;NFIN	V;IND;PRS;2;SG	C
Gummibaum	Gummibäumen	N;NFIN	N;DAT;PL	C
Chlorat	Chlorat	N;NFIN	N;NOM;SG	C
Taste	Tasten	N;NFIN	N;DAT;PL	C
Sphäre	Sphäre	N;NFIN	N;NOM;SG	C
gleiten	gleitest	V;NFIN	V;IND;PRS;2;SG	C
Märchenbuch	Märchenbüchern	N;NFIN	N;DAT;PL	C
Substanz	Substanz	N;NFIN	N;NOM;SG	C
Haarshampoo	Haarshampoos	N;NFIN	N;DAT;PL	C
Arsenolith	Arsenolithen	N;NFIN	N;DAT;PL	C
Atommasse	Atommassen	N;NFIN	N;DAT;PL	C
Peptid	Peptid	N;NFIN	N;NOM;SG	C
verachten	verachtet	V;NFIN	V;IND;PRS;2;PL	C
kabeln	kabelst	V;NFIN	V;IND;PRS;2;SG	C
Gebäck	Gebäcken	N;NFIN	N;DAT;PL	C
wichsen	wichste	V;NFIN	V;SBJV;PST;1;SG	C
Bienenstock	Bienenstock	N;NFIN	N;NOM;SG	C
Urheimat	Urheimaten	N;NFIN	N;DAT;PL	C
Effekt	Effekten	N;NFIN	N;DAT;PL	C
verspielen	verspielest	V;NFIN	V;SBJV;PRS;2;SG	C
schützen	schütze	V;NFIN	V;SBJV;PRS;1;SG	C
zirpen	zirpe	V;NFIN	V;SBJV;PRS;1;SG	C
Tübinger	Tübingern	N;NFIN	N;DAT;PL	C
Mittelaltermarkt	Mittelaltermarkt	N;NFIN	N;NOM;SG	C
Denunziation	Denunziationen	N;NFIN	N;DAT;PL	C
reparieren	reparieret	V;NFIN	V;SBJV;PRS;2;PL	C
Halogenatom	Halogenatom	N;NFIN	N;NOM;SG	C
fluppen	fluppt	V;NFIN	V;IND;PRS;2;PL	C
Menschenhandel	Menschenhandel	N;NFIN	N;NOM;SG	C
Ösophagospasmus	Ösophagospasmen	N;NFIN	N;DAT;PL	C
Elektrophil	Elektrophil	N;NFIN	N;NOM;SG	C
Münzsammlung	Münzsammlungen	N;NFIN	N;DAT;PL	C
Farbstoff	Farbstoffen	N;NFIN	N;DAT;PL	C
Dolde	Dolde	N;NFIN	N;NOM;SG	C
Wachtel	Wachteln	N;NFIN	N;DAT;PL	C
Halleluja	Halleluja	N;NFIN	N;NOM;SG	C
Dithiolan	Dithiolan	N;NFIN	N;NOM;SG	C
respektieren	respektiere	V;NFIN	V;SBJV;PRS;1;SG	C
wispern	wisperest	V;NFIN	V;SBJV;PRS;2;SG	C
Verehrer	Verehrer	N;NFIN	N;NOM;SG	C
erbrüten	erbrüte	V;NFIN	V;SBJV;PRS;1;SG	C
tappen	tappst	V;NFIN	V;IND;PRS;2;SG	C
Filzlaus	Filzläusen	N;NFIN	N;DAT;PL	C
belohnen	belohnten	V;NFIN	V;SBJV;PST;3;PL	C
mopsen	mopst	V;NFIN	V;IND;PRS;2;SG	C
Pfandgeld	Pfandgeld	N;NFIN	N;NOM;SG	C
Wahn	Wahnen	N;NFIN	N;DAT;PL	C
verkünden	verkündet	V;NFIN	V;IND;PRS;2;PL	C
schleimen	schleimte	V;NFIN	V;SBJV;PST;1;SG	C
Zitronensaft	Zitronensäften	N;NFIN	N;DAT;PL	C
Amputierte	Amputierte	N;NFIN	N;NOM;SG	C
Knüppel	Knüppeln	N;NFIN	N;DAT;PL	C
pharyngalisieren	pharyngalisierten	V;NFIN	V;SBJV;PST;3;PL	C
Orgel	Orgeln	N;NFIN	N;DAT;PL	C
nippen	nippst	V;NFIN	V;IND;PRS;2;SG	C
Rheumatismus	Rheumatismus	N;NFIN	N;NOM;SG	C
Argyrodit	Argyroditen	N;NFIN	N;DAT;PL	C
Dessous	Dessous	N;NFIN	N;DAT;PL	C
Schamentzündung	Schamentzündung	N;NFIN	N;NOM;SG	C
Abflug	Abflug	N;NFIN	N;NOM;SG	C
Eistaucher	Eistaucher	N;NFIN	N;NOM;SG	C
Laib	Laiben	N;NFIN	N;DAT;PL	C
ringeln	ringelten	V;NFIN	V;SBJV;PST;3;PL	C
Putschist	Putschisten	N;NFIN	N;DAT;PL	C
infizieren	infizieret	V;NFIN	V;SBJV;PRS;2;PL	C
Holzquirl	Holzquirl	N;NFIN	N;NOM;SG	C
boykottieren	boykottierst	V;NFIN	V;IND;PRS;2;SG	C
Barschaft	Barschaften	N;NFIN	N;DAT;PL	C
Notstand	Notständen	N;NFIN	N;DAT;PL	C
kritzeln	kritzelst	V;NFIN	V;IND;PRS;2;SG	C
Oheim	Oheim	N;NFIN	N;NOM;SG	C
hämmern	hämmerst	V;NFIN	V;IND;PRS;2;SG	C
Polarisation	Polarisation	N;NFIN	N;NOM;SG	C
Lunisolarkalender	Lunisolarkalender	N;NFIN	N;NOM;SG	C
Nachteil	Nachteilen	N;NFIN	N;DAT;PL	C
Fetzen	Fetzen	N;NFIN	N;DAT;PL	C
Elastomer	Elastomer	N;NFIN	N;NOM;SG	C
Pflaume	Pflaumen	N;NFIN	N;DAT;PL	C
amenagieren	amenagiere	V;NFIN	V;SBJV;PRS;1;SG	C
Kindergeld	Kindergeldern	N;NFIN	N;DAT;PL	C
denaturieren	denaturierte	V;NFIN	V;SBJV;PST;1;SG	C
Schreibtischtäter	Schreibtischtätern	N;NFIN	N;DAT;PL	C
Azubi	Azubi	N;NFIN	N;NOM;SG	C
Zwangsarbeiterin	Zwangsarbeiterin	N;NFIN	N;NOM;SG	C
formiren	formirte	V;NFIN	V;SBJV;PST;1;SG	C
betreten	betrete	V;NFIN	V;SBJV;PRS;1;SG	C
produzieren	produzierte	V;NFIN	V;SBJV;PST;1;SG	C
Atomphysiker	Atomphysikern	N;NFIN	N;DAT;PL	C
brillieren	brillierest	V;NFIN	V;SBJV;PRS;2;SG	C
Kompromiss	Kompromissen	N;NFIN	N;DAT;PL	C
Scheißkerl	Scheißkerlen	N;NFIN	N;DAT;PL	C
quatschen	quatschest	V;NFIN	V;SBJV;PRS;2;SG	C
pflücken	pflücke	V;NFIN	V;SBJV;PRS;1;SG	C
betreiben	betreibet	V;NFIN	V;SBJV;PRS;2;PL	C
ahnen	ahnten	V;NFIN	V;SBJV;PST;3;PL	C
hantieren	hantierte	V;NFIN	V;SBJV;PST;1;SG	C
verhören	verhörest	V;NFIN	V;SBJV;PRS;2;SG	C
dolmetschen	dolmetschst	V;NFIN	V;IND;PRS;2;SG	C
Paradiesapfel	Paradiesäpfeln	N;NFIN	N;DAT;PL	C
Zunge	Zunge	N;NFIN	N;NOM;SG	C
zentrifugieren	zentrifugierst	V;NFIN	V;IND;PRS;2;SG	C
beleuchten	beleuchte	V;NFIN	V;SBJV;PRS;1;SG	C
berücksichtigen	berücksichtiget	V;NFIN	V;SBJV;PRS;2;PL	C
Öfchen	Öfchen	N;NFIN	N;DAT;PL	C
Palisade	Palisade	N;NFIN	N;NOM;SG	C
explodieren	explodierten	V;NFIN	V;SBJV;PST;3;PL	C
Aktenkoffer	Aktenkoffer	N;NFIN	N;NOM;SG	C
Gurt	Gurten	N;NFIN	N;DAT;PL	C
Kopfverletzung	Kopfverletzungen	N;NFIN	N;DAT;PL	C
mampfen	mampfte	V;NFIN	V;SBJV;PST;1;SG	C
rollen	rollten	V;NFIN	V;SBJV;PST;3;PL	C
nageln	nagelest	V;NFIN	V;SBJV;PRS;2;SG	C
Leuchtkäfer	Leuchtkäfern	N;NFIN	N;DAT;PL	C
maximieren	maximierten	V;NFIN	V;SBJV;PST;3;PL	C
fladern	fladerst	V;NFIN	V;IND;PRS;2;SG	C
Efeu	Efeu	N;NFIN	N;NOM;SG	C
verarbeiten	verarbeite	V;NFIN	V;SBJV;PRS;1;SG	C
frohlocken	frohlocke	V;NFIN	V;SBJV;PRS;1;SG	C
bemächtigen	bemächtigte	V;NFIN	V;SBJV;PST;1;SG	C
Rechtsruck	Rechtsruck	N;NFIN	N;NOM;SG	C
zeichnen	zeichnet	V;NFIN	V;SBJV;PRS;2;PL	C
scheuchen	scheuchten	V;NFIN	V;SBJV;PST;3;PL	C
fluktuieren	fluktuiert	V;NFIN	V;IND;PRS;2;PL	C
Mäppchen	Mäppchen	N;NFIN	N;NOM;SG	C
Brieföffner	Brieföffner	N;NFIN	N;DAT;PL	C
Thioacetal	Thioacetalen	N;NFIN	N;DAT;PL	C
pulsieren	pulsiert	V;NFIN	V;IND;PRS;2;PL	C
Donnerstagabend	Donnerstagabenden	N;NFIN	N;DAT;PL	C
Brauhaus	Brauhaus	N;NFIN	N;NOM;SG	C
Metonymie	Metonymie	N;NFIN	N;NOM;SG	C
pressieren	pressiert	V;NFIN	V;IND;PRS;2;PL	C
Küsserei	Küsserei	N;NFIN	N;NOM;SG	C
zittern	zittere	V;NFIN	V;SBJV;PRS;1;SG	C
Fluoratom	Fluoratom	N;NFIN	N;NOM;SG	C
Frettchen	Frettchen	N;NFIN	N;NOM;SG	C
Wiederauferstehung	Wiederauferstehungen	N;NFIN	N;DAT;PL	C
Drilling	Drillingen	N;NFIN	N;DAT;PL	C
unterdrücken	unterdrücke	V;NFIN	V;SBJV;PRS;1;SG	C
Reisebüro	Reisebüro	N;NFIN	N;NOM;SG	C
schlummern	schlummerte	V;NFIN	V;SBJV;PST;1;SG	C
Kurkuma	Kurkumen	N;NFIN	N;DAT;PL	C
steigern	steigerten	V;NFIN	V;SBJV;PST;3;PL	C
Nukleinsäure	Nukleinsäuren	N;NFIN	N;DAT;PL	C
Verbindungsdraht	Verbindungsdraht	N;NFIN	N;NOM;SG	C
Badezimmer	Badezimmer	N;NFIN	N;DAT;PL	C
entwickeln	entwickele	V;NFIN	V;SBJV;PRS;1;SG	C
vertonen	vertonet	V;NFIN	V;SBJV;PRS;2;PL	C
beschriften	beschrifte	V;NFIN	V;SBJV;PRS;1;SG	C
Messie	Messies	N;NFIN	N;DAT;PL	C
kürzen	kürze	V;NFIN	V;SBJV;PRS;1;SG	C
Fischer	Fischer	N;NFIN	N;NOM;SG	C
strömen	strömt	V;NFIN	V;IND;PRS;2;PL	C
Leuchtstoff	Leuchtstoffen	N;NFIN	N;DAT;PL	C
Urbar	Urbaren	N;NFIN	N;DAT;PL	C
Zeile	Zeilen	N;NFIN	N;DAT;PL	C
Artischocke	Artischocken	N;NFIN	N;DAT;PL	C
leisten	leiste	V;NFIN	V;SBJV;PRS;1;SG	C
Brite	Brite	N;NFIN	N;NOM;SG	C
Eisstein	Eissteinen	N;NFIN	N;DAT;PL	C
Meldezettel	Meldezettel	N;NFIN	N;NOM;SG	C
Schatten	Schatten	N;NFIN	N;DAT;PL	C
Dattel	Dattel	N;NFIN	N;NOM;SG	C
tanzen	tanze	V;NFIN	V;SBJV;PRS;1;SG	C
Erzherzogshut	Erzherzogshüten	N;NFIN	N;DAT;PL	C
pensionieren	pensionierest	V;NFIN	V;SBJV;PRS;2;SG	C
Männlein	Männlein	N;NFIN	N;NOM;SG	C
Raute	Raute	N;NFIN	N;NOM;SG	C
Krustentier	Krustentier	N;NFIN	N;NOM;SG	C
Innenschau	Innenschau	N;NFIN	N;NOM;SG	C
Kornnatter	Kornnattern	N;NFIN	N;DAT;PL	C
besichern	besichert	V;NFIN	V;IND;PRS;2;PL	C
Weste	Weste	N;NFIN	N;NOM;SG	C
ankern	ankerst	V;NFIN	V;IND;PRS;2;SG	C
Dödel	Dödeln	N;NFIN	N;DAT;PL	C
Versorgung	Versorgungen	N;NFIN	N;DAT;PL	C
greinen	greinet	V;NFIN	V;SBJV;PRS;2;PL	C
Arsch	Ärschen	N;NFIN	N;DAT;PL	C
Cyanat	Cyanat	N;NFIN	N;NOM;SG	C
tyrannisieren	tyrannisierte	V;NFIN	V;SBJV;PST;1;SG	C
Kaffeelöffel	Kaffeelöffel	N;NFIN	N;NOM;SG	C
