src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
hörn,höres,0_6,0_3,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,verb;pres;pasv,POS_PAIR_ERROR
lyckas,lyckades,2_7,2_10,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - verb;imp - verb;inf;pasv - verb;inf;pasv - verb;pres;pasv,adj;pst;un;pl;ind;gen - adj;pst;un;pl;def;gen - adj;pst;m;sg;def;gen - adj;pst;fn;sg;def;gen - verb;past;pasv,C
orsaken,orsaks,1_7,1_2,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
hungersnöds,hungersnöd,1_2,1_1,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
rädas,rädde,0_11,0_1,verb;imp - verb;inf;pasv - verb;pres;pasv,adj;sint;pst;m;sg;def,POS_PAIR_ERROR
rivit,riv,0_14,0_2,verb;supn;actv,verb;imp - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
lönen,lönar,2_14,2_9,n;ut;sg;def - n;ut;sg;def;compound-R,verb;pres;actv,POS_PAIR_ERROR
Sadoks,Sadok,1_2,1_1,np;ant;m;gen - np;ant;m;gen;compound-R,np;ant;m - np;ant;m;compound-R,SRC_POS_ERROR TGT_POS_ERROR
stinga,stinger,0_0,0_8,verb;inf;actv,verb;pres;actv,C
magern,magert,0_6,0_10,n;ut;sg;def - n;ut;sg;def;compound-R,adj;sint;pst;nt;sg;ind,POS_PAIR_ERROR
våldsverkares,våldsverkarna,0_3,0_0,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;pl;ind;gen - n;ut;pl;ind;gen;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,C
förlike,förlika,0_5,0_0,,,SRC_LEXICAL_ERROR
upphöjd,upphöja,0_5,0_0,adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,verb;inf;actv,POS_PAIR_ERROR
kedjor,kedja,0_13,0_0,n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,C
bliven,bliv,0_6,0_2,adj;pp;ut;sg;ind,verb;imp - verb;inf;actv;cmp;compound-only-L,POS_PAIR_ERROR
blottades,blottade,2_10,2_11,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
utgöra,utgöres,0_0,0_3,verb;inf;actv,verb;pres;pasv,C
offergärd,offergärder,1_1,1_0,,,TGT_LEXICAL_ERROR
avfaller,avfalla,0_8,0_0,verb;pres;actv,verb;inf;actv,C
födes,föder,0_3,0_8,verb;pres;pasv,verb;pres;actv,C
uträckt,uträcka,0_10,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
stridsman,stridsmans,1_1,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
port,portar,1_1,1_0,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
begabbade,begabbas,2_11,2_7,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;inf;pasv - verb;pres;pasv,C
molnen,molnens,1_7,1_6,n;nt;pl;def - n;nt;pl;def;compound-R,n;nt;pl;def;gen - n;nt;pl;def;gen;compound-R,C
tecknar,tecknas,2_9,2_7,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,verb;inf;pasv - verb;pres;pasv,C
översteprästens,överstepräster,1_6,1_0,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
tryggare,trygga,2_1,2_12,adj;sint;comp;un;sp,verb;imp - verb;inf;actv - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,C
passa,passet,2_12,2_4,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,n;nt;sg;def - n;nt;sg;def;compound-R,POS_PAIR_ERROR
mak,maka,0_2,0_0,n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind,C
nasirerna,nasiren,1_5,1_7,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
förlossat,förlossning,2_5,2_0,verb;supn;actv - adj;pp;nt;sg;ind,n;ut;sg;ind - n;ut;sg;ind;compound-R,POS_PAIR_ERROR
efterlämnat,efterlämnade,2_5,2_11,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
styra,styrde,0_0,0_1,verb;inf;actv,verb;past;actv - adj;pp;m;sg;def,C
utgiven,utgivet,0_6,0_2,adj;pp;ut;sg;ind - adj;pp;ut;sg;ind,adj;pp;nt;sg;ind - adj;pp;nt;sg;ind,C
kallas,kallat,2_7,2_5,n;ut;sg;ind;gen - adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - n;ut;sg;ind;gen;compound-R - verb;inf;pasv - verb;pres;pasv,verb;supn;actv - adj;pp;nt;sg;ind,C
levande,levde,0_9,0_1,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;nt;sg;ind;cmp;compound-only-L,verb;past;actv - adj;pp;m;sg;def,C
floderna,floder,1_5,1_0,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
suck,suckande,2_2,2_8,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
tvärt,tvärs,0_10,0_4,adj;sint;pst;nt;sg;ind,adj;sint;pst;ut;sg;ind;gen - adv; - verb;inf;actv;cmp;compound-only-L,C
träffade,träffades,2_11,2_10,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen - adj;pst;un;pl;ind;gen - adj;pst;un;pl;def;gen - adj;pst;m;sg;def;gen - adj;pst;fn;sg;def;gen - verb;past;pasv,C
väger,väg,0_8,0_2,verb;pres;actv,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
förstörare,förstören,0_12,0_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
bruse,bruset,2_15,2_4,,,SRC_LEXICAL_ERROR
amma,ammade,2_12,2_11,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - verb;inf;actv;cmp;compound-only-L,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
kalla,kallad,2_12,2_3,verb;imp - verb;inf;actv - n;ut;sg;ind - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def - n;ut;sg;ind;compound-R,adj;pp;ut;sg;ind,PARADIGM_ERROR
strängen,strängare,0_6,0_12,n;ut;sg;def - n;ut;sg;def;compound-R,adj;sint;comp;un;sp,POS_PAIR_ERROR
vissnade,vissnar,2_11,2_9,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,C
badade,badet,2_11,2_4,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,n;nt;sg;def - n;nt;sg;def;compound-R,POS_PAIR_ERROR
hjälpa,hjälpt,0_0,0_10,verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,C
klaga,klagar,2_12,2_9,verb;imp - verb;inf;actv,verb;pres;actv,C
fastställde,fastställda,0_5,0_0,verb;past;actv - adj;pp;m;sg;def,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,C
oroa,oroat,2_12,2_5,verb;imp - verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind,C
förordnade,förordnat,2_11,2_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
kommen,kommit,0_6,0_14,adj;pp;ut;sg;ind,verb;supn;actv,POS_PAIR_ERROR
Profeterna,Profet,1_5,1_1,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
släpar,släpade,2_9,2_11,verb;pres;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
vreda,vred,0_0,0_2,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,n;nt;sg;ind - n;nt;pl;ind - verb;past;actv - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - adj;sint;pst;ut;sg;ind,C
fran,fran,0_2,0_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ond,ond,0_2,0_2,adj;sint;pst;ut;sg;ind,adj;sint;pst;ut;sg;ind,C
översteprästerna,översteprästens,1_5,1_6,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,C
omstörtning,omstörta,2_0,2_12,,,SRC_LEXICAL_ERROR
uppväcken,uppväckt,0_6,0_10,,,SRC_LEXICAL_ERROR
skick,skicken,2_2,2_14,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;pl;def - n;nt;pl;def;compound-R,C
spänna,spänner,0_0,0_8,verb;inf;actv,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
gäck,gäckade,2_2,2_11,verb;inf;actv;cmp;compound-only-L,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
fog,fogas,2_2,2_7,n;nt;sg;ind - n;ut;sg;ind - n;nt;sg;ind;compound-R - n;ut;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;inf;pasv - verb;pres;pasv,C
ställas,ställen,0_11,0_6,verb;inf;pasv,n;nt;pl;def - n;nt;pl;ind - n;nt;pl;def;compound-R - n;nt;pl;ind;compound-R,POS_PAIR_ERROR
bestämda,bestämdes,0_0,0_3,adj;pp;pl;ind - adj;pp;pl;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def - adj;pp;fn;sg;def,adj;sint;pst;m;sg;def;gen - adj;pp;m;sg;def;gen - verb;past;pasv,C
bestämma,bestämmas,0_0,0_11,verb;inf;actv,verb;inf;pasv,C
byggd,bygg,0_5,0_2,adj;pp;ut;sg;ind,verb;imp - verb;inf;actv;cmp;compound-only-L,POS_PAIR_ERROR
bygg,byggd,0_2,0_5,verb;imp - verb;inf;actv;cmp;compound-only-L,adj;pp;ut;sg;ind,POS_PAIR_ERROR
stadgad,stadgar,2_3,2_9,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,verb;pres;actv - n;un;pl;ind - n;un;pl;ind;compound-R,POS_PAIR_ERROR
tröst,trösten,2_2,2_14,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,C
knorrade,knorrar,2_11,2_9,verb;past;actv,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
skärmar,skärm,2_9,2_2,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
drivna,driva,0_0,0_0,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,POS_PAIR_ERROR
byggande,bygges,0_9,0_3,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,n;nt;sg;ind;gen - n;nt;sg;ind;gen;compound-R - verb;pres;pasv - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
bär,bärare,0_2,0_12,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;pres;actv - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,PARADIGM_ERROR
förbannar,förbanna,2_9,2_12,verb;pres;actv,verb;imp - verb;inf;actv,C
bero,beror,0_15,0_13,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;pres;actv,C
kallades,kall,2_10,2_2,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - adj;sint;pst;ut;sg;ind - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,C
föröda,förödd,0_0,0_5,verb;inf;actv,adj;pp;ut;sg;ind,POS_PAIR_ERROR
terebinter,terebint,1_0,1_1,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
svartsjuk,svartsjuka,0_2,0_0,adj;sint;pst;ut;sg;ind,n;ut;sg;ind - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def - n;ut;sg;ind;compound-R,C
underkastade,underkastat,2_11,2_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
mottages,mottagit,0_3,0_14,verb;prs;pasv - verb;pres;pasv,verb;supn;actv,C
förhärligar,förhärligande,2_9,2_8,verb;pres;actv,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,POS_PAIR_ERROR
spotten,spottade,2_14,2_11,,,SRC_LEXICAL_ERROR
skonas,skonat,2_7,2_5,verb;inf;pasv - verb;pres;pasv,verb;supn;actv - adj;pp;nt;sg;ind,C
överheter,överhet,1_0,1_1,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
beröven,beröva,2_14,2_12,,,SRC_LEXICAL_ERROR
byggt,byggde,0_10,0_1,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;m;sg;def,C
förgårdar,förgården,1_0,1_7,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
kuva,kuvat,2_12,2_5,verb;imp - verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind,C
ödmjuk,ödmjukad,2_2,2_3,adj;sint;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,adj;pp;ut;sg;ind,PARADIGM_ERROR
spärrad,spärra,2_3,2_12,adj;pp;ut;sg;ind,verb;imp - verb;inf;actv,POS_PAIR_ERROR
behåller,behållna,0_8,0_0,verb;pres;actv,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,POS_PAIR_ERROR
marks,marker,1_2,1_0,n;ut;sg;ind;gen - n;ut;pl;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;pl;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R - verb;inf;actv;cmp;compound-only-L,C
retas,retades,2_7,2_10,verb;imp - verb;inf;pasv - verb;pres;pasv - verb;inf;pasv - verb;pres;pasv,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen - verb;past;pasv,C
Balak,Balaks,1_1,1_2,np;ant;m - np;ant;m;compound-R,np;ant;m;gen - np;ant;m;gen;compound-R,SRC_POS_ERROR TGT_POS_ERROR
likt,lik,0_10,0_2,adj;sint;pst;nt;sg;ind,n;nt;sg;ind - n;nt;pl;ind - adj;sint;pst;ut;sg;ind - n;ut;sg;ind;cmp;compound-only-L,C
förbittrades,förbittras,2_10,2_7,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen - adj;pst;un;pl;ind;gen - adj;pst;un;pl;def;gen - adj;pst;m;sg;def;gen - adj;pst;fn;sg;def;gen,verb;inf;pasv - verb;pres;pasv,C
utplundrad,utplundrade,0_5,0_1,adj;pp;ut;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
böj,böja,0_2,0_0,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,C
himlakropparna,himlakroppar,1_4,1_0,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
stänkes,stänkte,0_3,0_1,verb;pres;pasv,verb;past;actv - adj;pp;m;sg;def,C
begiven,begiva,0_6,0_0,,,TGT_LEXICAL_ERROR
ståthållare,ståthållare,1_1,1_1,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
förtryckt,förtryckte,0_10,0_1,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,verb;past;actv - adj;pp;m;sg;def,C
bosätten,bosätta,0_6,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
dagen,dagades,2_14,2_10,n;ut;sg;def - n;ut;sg;def;compound-R,verb;past;pasv,POS_PAIR_ERROR
tröstade,trösten,2_11,2_14,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,n;ut;sg;def - n;ut;sg;def;compound-R,POS_PAIR_ERROR
inympade,inympad,2_11,2_3,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,adj;pp;ut;sg;ind,C
häpnade,häpnad,2_11,2_3,verb;past;actv,n;ut;sg;ind - n;ut;sg;ind;compound-R,POS_PAIR_ERROR
frågat,frågen,2_5,2_14,,,TGT_LEXICAL_ERROR
gömd,gömde,0_5,0_1,adj;pp;ut;sg;ind,verb;past;actv - adj;pp;m;sg;def,C
påstån,påstå,0_6,0_2,,,SRC_LEXICAL_ERROR
svält,svälta,0_2,0_0,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,verb;inf;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,C
rycke,ryckes,0_5,0_3,,,SRC_LEXICAL_ERROR
tillslutit,tillsluten,0_14,0_6,verb;supn;actv,adj;pp;ut;sg;ind,POS_PAIR_ERROR
sönderbrytas,sönderbryta,0_11,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
förblindade,förblindat,2_11,2_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
kransar,krans,1_0,1_1,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L - n;ut;sg;ind - n;ut;sg;ind;gen - n;ut;sg;ind;compound-R - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
inympa,inympas,2_12,2_7,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;inf;pasv - verb;pres;pasv,C
sända,sändes,0_0,0_3,verb;inf;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,adj;pp;m;sg;def;gen - verb;pres;pasv - verb;past;pasv,C
ärade,ära,2_11,2_12,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
gödda,göden,0_0,0_6,,,TGT_LEXICAL_ERROR
ryckes,rycke,0_3,0_5,,,TGT_LEXICAL_ERROR
begär,begärt,0_2,0_10,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;pres;actv - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;supn;actv - adj;pp;nt;sg;ind,C
förstöres,förstöra,0_3,0_0,verb;imp - verb;pres;pasv - verb;pres;pasv,verb;inf;actv,C
kämpar,kämpa,2_9,2_12,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,C
rådfrågar,rådfrågat,2_9,2_5,verb;pres;actv,verb;supn;actv - adj;pp;nt;sg;ind,C
tågar,tåga,2_9,2_12,verb;pres;actv,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,C
märka,märkt,0_0,0_10,verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,C
red,redde,0_2,0_1,verb;imp - verb;past;actv - verb;inf;actv;cmp;compound-only-L,verb;past;actv - adj;pp;m;sg;def,C
överlämnad,överlämnades,2_3,2_10,adj;pp;ut;sg;ind,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,C
skaffa,skaffat,2_12,2_5,verb;imp - verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind,C
förblive,förbliver,0_5,0_8,verb;prs;actv,verb;pres;actv,C
läs,läsas,0_2,0_11,n;nt;sg;ind;gen - verb;imp - verb;inf;actv;cmp;compound-only-L,verb;inf;pasv,C
fylla,fyll,0_0,0_2,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,verb;imp - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,C
anklagare,anklagen,2_1,2_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
röra,rörande,0_0,0_9,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,adj;pprs - pr; - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
blodsförvant,blodsförvants,1_1,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
skinnar,skinnet,1_0,1_8,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,n;nt;sg;def - n;nt;sg;def;compound-R,PARADIGM_ERROR
jordråttan,jordråttan,0_2,0_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sattes,satta,0_3,0_0,adj;sint;pst;m;sg;def;gen - adj;pp;m;sg;def;gen - verb;past;pasv,adj;pp;pl;ind - adj;pp;pl;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def - adj;pp;fn;sg;def,C
styrke,styrka,0_5,0_0,n;ut;sg;ind;cmp;compound-only-L,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,C
dräpt,dräpen,0_10,0_6,,,TGT_LEXICAL_ERROR
räknades,räkne,2_10,2_15,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;inf;actv;cmp;compound-only-L,C
tycka,tyckes,0_0,0_3,verb;inf;actv,n;nt;sg;ind;gen - n;nt;sg;ind;gen;compound-R - verb;imp - verb;pres;pasv - verb;pres;pasv,C
betyga,betygen,2_12,2_14,verb;imp - verb;inf;actv,n;nt;pl;def - n;nt;pl;def;compound-R,POS_PAIR_ERROR
fördärvet,fördärvat,2_4,2_5,n;nt;sg;def - n;nt;sg;def;compound-R,verb;supn;actv - adj;pp;nt;sg;ind,POS_PAIR_ERROR
gå,gå,0_2,0_2,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,C
Öga,Ögat,2_12,2_5,n;nt;sg;ind - n;nt;sg;ind;compound-R,n;nt;sg;def - n;nt;sg;def;compound-R,C
Välsigna,Välsignad,2_12,2_3,verb;imp - verb;inf;actv,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,POS_PAIR_ERROR
berätta,berättar,2_12,2_9,verb;imp - verb;inf;actv,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,C
