src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
unbekannten,unbekannte,0_0,0_3,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,C
erhöhe,erhöhte,0_3,0_4,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
tolles,tolle,0_8,0_3,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,C
flüchtig,flüchtig,0_12,0_12,adj;sint - adj;sint;attr - adj;sint;pred,adj;sint - adj;sint;attr - adj;sint;pred,C
betastet,betaste,0_9,0_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
derselben,derselbe,0_0,0_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
beriefen,berief,0_0,0_12,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;pii;p1;sg - verb;pii;p3;sg,C
gottloser,gottloses,0_5,0_8,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,C
überschwengliche,überschwenglichen,0_3,0_0,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,C
Mahaths,Mahath,1_2,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Werken,Werke,0_0,0_3,n;nt;pl;dat - verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;nt;pl;dat;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;nt;pl;dat;lower;compound-R,n;nt;sg;dat - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,C
Steiget,Steig,0_9,0_12,verb;prs;p2;pl,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - verb;imp;sg - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,C
Wirte,Wirst,0_4,0_10,n;m;sg;dat - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;dat;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;dat;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,verb;pri;p2;sg - verb;pri;p2;sg,POS_PAIR_ERROR
Schöpf,Schöpf,0_12,0_12,verb;imp;sg,verb;imp;sg,C
heiße,heißes,0_3,0_8,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,C
ersäufte,ersäuft,0_4,0_6,,,SRC_LEXICAL_ERROR
bewahret,bewahrst,0_9,0_10,verb;prs;p2;pl,verb;pri;p2;sg,C
ermahnte,ermahnen,0_4,0_0,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
versiegt,versiegen,0_6,0_0,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
hadere,hadere,0_3,0_3,n;m;sg;dat;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R,n;m;sg;dat;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R,C
suchet,suche,0_9,0_3,verb;prs;p2;pl,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,C
dicke,dicken,0_3,0_0,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,C
Leuchter,Leuchten,0_5,0_0,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,verb;inf - n;f;pl;nom - n;f;pl;gen - n;f;pl;dat - n;f;pl;acc - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;sg;cmp;compound-only-L - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,PARADIGM_ERROR
wild,wilder,0_12,0_5,adv; - adj;sint - adj;sint;attr - adj;sint;pred - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st - verb;imp;sg,C
folget,folgt,0_9,0_6,verb;prs;p2;pl,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
gedenket,gedenkest,0_9,0_2,verb;prs;p2;pl,verb;prs;p2;sg,C
Streit,Streite,0_12,0_3,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,n;m;sg;dat - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - verb;imp;sg - n;m;sg;dat;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,C
entweihen,entweihte,0_0,0_4,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
sorgen,sorget,0_0,0_9,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,verb;prs;p2;pl,C
Bollwerk,Bollwerke,0_12,0_3,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,n;nt;sg;dat - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,C
Fleisch,Fleische,0_12,0_3,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,n;nt;sg;dat - n;nt;sg;dat;lower - n;nt;sg;dat;lower;compound-R,C
laß,laßt,0_12,0_6,verb;imp;sg,verb;imp;pl,C
setzt,setzest,0_6,0_2,verb;imp;pl - verb;pri;p2;sg - verb;pri;p2;pl - verb;pri;p3;sg,verb;prs;p2;sg,C
Meselemja,Meselemjas,1_0,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
verzehre,verzehrt,0_3,0_6,n;m;sg;dat;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
hingehet,hingehen,0_9,0_0,verb;sep;fs;prs;p2;pl,verb;sep;inf - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,C
ob,oben,0_12,0_0,adv; - cnjsub;,adv; - pr;dat,SRC_POS_ERROR TGT_POS_ERROR
kriegt,kriegten,0_6,0_11,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
auflegt,auflege,0_6,0_3,verb;sep;fs;pri;p2;pl - verb;sep;fs;pri;p3;sg,verb;sep;fs;pri;p1;sg - verb;sep;fs;prs;p1;sg - verb;sep;fs;prs;p3;sg,C
Angesicht,Angesichts,0_12,0_1,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,pr;gen - n;nt;sg;gen - n;nt;sg;cmp;compound-only-L - n;nt;sg;gen;lower - n;nt;sg;gen;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
faulen,faule,0_0,0_3,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,C
schweigen,schweigst,0_0,0_10,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;dat;lower - n;nt;pl;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;dat;lower;compound-R - n;nt;pl;acc;lower;compound-R,verb;pri;p2;sg,C
sitzt,sitzest,0_6,0_2,verb;imp;pl - verb;pri;p2;sg - verb;pri;p2;pl - verb;pri;p3;sg,verb;prs;p2;sg,C
möge,mögest,0_3,0_2,verb;prs;p1;sg - verb;prs;p3;sg,verb;prs;p2;sg,C
ratschlagen,ratschlagte,0_0,0_4,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Nehemia,Nehemias,1_0,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Betet,Bete,0_9,0_3,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - verb;imp;sg - n;f;sg;cmp;compound-only-L - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,C
Unbeschnittene,Unbeschnittene,0_3,0_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lies,liesest,0_12,0_2,,,TGT_LEXICAL_ERROR
behaltet,behalte,0_9,0_3,verb;imp;pl - verb;pri;p2;pl - verb;prs;p2;pl,verb;imp;sg - n;m;sg;dat;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R,C
auferstehen,auferstehe,0_0,0_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fördere,fördern,0_3,0_0,,,SRC_LEXICAL_ERROR
darniederliegt,darniederliegen,0_6,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
schwarzen,schwarzes,0_0,0_8,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,C
Gebieter,Gebiet,0_5,0_12,,,SRC_LEXICAL_ERROR
streichen,streichen,0_0,0_0,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;m;pl;dat;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;m;pl;dat;lower;compound-R,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;m;pl;dat;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;m;pl;dat;lower;compound-R,C
auskommt,auskommen,0_6,0_0,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;dat;lower - n;nt;pl;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;dat;lower;compound-R - n;nt;pl;acc;lower;compound-R,C
solang,solange,0_12,0_3,,,SRC_LEXICAL_ERROR
