src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
hafna,haf,0_21,0_14,n;f;pl;gen;ind - verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,n;nt;sg;nom;ind - n;nt;sg;acc;ind - verb;imp;p2;sg,PARADIGM_ERROR
stöðugur,stöðugir,1_12,1_4,adj;pst;m;sg;nom;sta,adj;pst;m;pl;nom;sta,C
samkundu,samkunda,1_17,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fólks,fólk,1_13,1_0,n;nt;sg;gen;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind,C
líkama,líkamir,1_14,1_4,,,TGT_LEXICAL_ERROR
upplýsa,upplýsir,1_14,1_4,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,C
komin,koma,0_3,0_20,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;inf - n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pri;p3;pl,C
hálfan,hálfu,1_3,1_17,adj;pst;m;sg;acc;sta,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,C
vara,varst,0_20,0_12,n;f;pl;gen;ind - n;f;sg;nom;ind - n;f;pl;gen;ind,verb;past;p2;sg,POS_PAIR_ERROR
deila,deilur,1_14,1_12,n;f;sg;nom;ind,n;f;pl;nom;ind - n;f;pl;acc;ind,C
skreyttu,skreytið,0_4,0_19,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei - adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;gen;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
reynast,reynið,0_11,0_19,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
bú,búum,0_14,0_1,verb;actv;imp;p2;sg,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
lokað,loka,1_8,1_14,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,n;nt;pl;gen;ind - n;f;sg;nom;ind - n;f;pl;gen;ind,POS_PAIR_ERROR
borgarhliðunum,borgarhliðunum,1_1,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
heilags,heilaga,1_13,1_14,adj;pst;m;sg;gen;sta - adj;pst;nt;sg;gen;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
kunna,kunnur,1_14,1_12,verb;actv;inf - verb;actv;pri;p3;pl - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adj;pst;m;sg;nom;sta,C
vein,vei,0_3,0_15,,,TGT_LEXICAL_ERROR
loka,lokum,1_14,1_2,n;nt;pl;gen;ind - n;f;sg;nom;ind - n;f;pl;gen;ind,n;nt;pl;dat;ind - n;f;pl;dat;ind,C
birta,birtir,0_20,0_8,verb;actv;inf - verb;actv;pri;p3;pl - verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;past;p2;sg - verb;actv;prs;p2;sg - verb;actv;pss;p2;sg - verb;actv;pp;m;pl;nom;sta,C
stólpi,stólpa,1_7,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
steyta,steytir,1_14,1_4,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
blessa,blessa,1_14,1_14,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,C
vakið,vakinn,0_19,0_2,verb;actv;supn - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,C
lokið,loka,1_15,1_14,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;supn - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,n;nt;pl;gen;ind - n;f;sg;nom;ind - n;f;pl;gen;ind,C
veiku,veikir,1_17,1_4,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - adj;pst;m;pl;nom;sta,C
Eruð,Ert,1_18,1_0,verb;pri;p2;pl,verb;pri;p2;sg,C
kunngjörið,kunngjört,0_19,0_17,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lágir,lágum,1_4,1_2,adj;pst;m;pl;nom;sta,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta - verb;actv;past;p1;pl,C
miklað,mikli,1_8,1_7,,,SRC_LEXICAL_ERROR
Gyðinga,Gyðingurinn,1_14,1_16,n;m;pl;acc;ind - n;m;pl;gen;ind,n;m;sg;nom;def,C
laufgast,laufgað,1_19,1_8,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
daginn,daga,1_5,1_14,n;m;sg;acc;def,n;m;pl;acc;ind - n;m;pl;gen;ind,C
horfum,horfir,0_1,0_8,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - n;f;pl;dat;ind,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,C
velur,velt,0_16,0_17,,,TGT_LEXICAL_ERROR
syndgum,syndgið,1_2,1_15,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Tímóteus,Tímóteusar,1_0,1_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ákafar,ákaft,1_9,1_0,adv;comp - adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,adv;pst - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,C
niðja,nið,0_6,0_14,,,SRC_LEXICAL_ERROR
voni,von,1_7,1_0,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,POS_PAIR_ERROR
flytja,flyt,0_6,0_14,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p1;sg - verb;actv;imp;p2;sg,C
gagns,gagnar,1_13,1_9,,,TGT_LEXICAL_ERROR
vaka,vakin,0_20,0_3,verb;actv;inf - n;f;pl;gen;ind - verb;actv;pri;p3;pl,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,PARADIGM_ERROR
orð,orðum,1_0,1_2,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;pl;dat;ind,C
létu,lét,1_17,1_0,verb;actv;past;p3;pl - verb;actv;pss;p3;pl,verb;actv;past;p1;sg - verb;actv;past;p3;sg,C
réttlát,réttlátu,1_0,1_17,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
heyrið,heyrast,0_19,0_11,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;midv;inf - verb;midv;pri;p3;pl,C
upphafið,upphafi,1_15,1_7,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,n;nt;sg;dat;ind,C
hinar,hinu,1_9,1_17,prn;dem;f;pl;nom - prn;dem;f;pl;acc - det;def;f;pl;nom - det;def;f;pl;acc,prn;dem;nt;sg;dat - det;def;nt;sg;dat,SRC_POS_ERROR TGT_POS_ERROR
verka,verkunum,1_14,1_1,n;nt;pl;gen;ind,n;nt;pl;dat;def,C
lík,líkist,0_14,0_7,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;imp;p2;sg - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,C
prédikað,prédikum,1_8,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
tungur,tunga,1_12,1_14,n;f;pl;nom;ind - n;f;pl;acc;ind,n;f;sg;nom;ind,C
trúið,trúir,0_19,0_8,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,C
dýrmætan,dýrmætur,1_3,1_12,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
skil,skilinn,1_0,1_5,n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;imp;p2;sg,adj;pst;m;sg;nom;sta - adj;pst;m;sg;acc;sta - verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,C
lýður,lýða,1_12,1_14,n;m;sg;nom;ind,n;m;pl;gen;ind,C
gestunum,gestur,1_1,1_12,n;m;pl;dat;def,n;m;sg;nom;ind,C
brúðkaupið,brúðkaups,1_15,1_13,n;nt;sg;nom;def - n;nt;sg;acc;def,n;nt;sg;gen;ind,C
trú,trúu,0_14,0_10,,,TGT_LEXICAL_ERROR
heim,heiminn,1_0,1_5,adv; - n;m;sg;acc;ind,n;m;sg;acc;def,C
styrkja,styrktu,0_6,0_4,verb;actv;inf - verb;actv;pri;p3;pl - n;m;pl;gen;ind,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,C
þúsundum,þúsund,1_2,1_0,n;f;pl;dat;ind - n;nt;pl;dat;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,C
fáir,fáum,0_8,0_1,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
slíku,slík,1_17,1_0,det;ind;nt;sg;dat,det;ind;f;sg;nom - det;ind;nt;pl;nom - det;ind;nt;pl;acc,SRC_POS_ERROR TGT_POS_ERROR
leitum,leiti,1_2,1_7,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
launa,launin,1_14,1_6,n;nt;pl;gen;ind,n;nt;pl;nom;def - n;nt;pl;acc;def,C
slíkan,slíkt,1_3,1_0,det;ind;m;sg;acc,det;ind;nt;sg;nom - det;ind;nt;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
sterkur,sterka,1_12,1_14,adj;pst;m;sg;nom;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
brennisteini,brennisteins,1_7,1_13,n;m;sg;dat;ind,n;m;sg;gen;ind,C
álít,álítið,1_0,1_15,verb;actv;pri;p1;sg - verb;actv;imp;p2;sg,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
stundin,stundum,1_6,1_2,n;f;sg;nom;def,adv; - n;f;pl;dat;ind - verb;actv;past;p1;pl - verb;actv;pp;m;sg;gen;sta - verb;actv;pp;m;pl;gen;sta - verb;actv;pp;f;pl;gen;sta - verb;actv;pp;nt;pl;gen;sta,C
aflaði,afl,1_11,1_0,,,SRC_LEXICAL_ERROR
svikum,svikin,1_2,1_6,n;nt;pl;dat;ind - verb;actv;past;p1;pl,n;nt;pl;nom;def - n;nt;pl;acc;def - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,C
vilji,viljað,1_7,1_8,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;supn,C
boðorði,boðorð,1_7,1_0,n;nt;sg;dat;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,C
uppsker,uppskerum,1_0,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sætt,sæta,1_0,1_14,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,n;nt;pl;gen;ind - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
sleppt,sleppa,0_17,0_20,verb;actv;supn,verb;actv;inf - verb;actv;pri;p3;pl,C
eldurinn,eldinn,1_16,1_5,n;m;sg;nom;def,n;m;sg;acc;def,C
eins,einar,1_13,1_9,adv; - num;m;sg;gen - num;nt;sg;gen - adj;pst;m;sg;gen;sta - adj;pst;nt;sg;gen;sta,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,C
leyfið,leyft,0_19,0_17,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
tali,tala,1_7,1_14,n;nt;sg;dat;ind - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;inf - n;nt;pl;gen;ind - n;f;sg;nom;ind - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,C
dýri,dýrinu,1_7,1_10,,,TGT_LEXICAL_ERROR
lifnaði,lifnaður,1_7,1_12,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,verb;actv;pp;m;sg;nom;sta,C
virði,virða,0_15,0_20,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;inf - verb;actv;pri;p3;pl - n;nt;pl;gen;ind,C
sess,sest,1_13,1_0,n;m;sg;nom;ind - n;m;sg;acc;ind - n;m;sg;gen;ind,verb;midv;supn - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p3;sg,POS_PAIR_ERROR
útlendingar,útlendingum,1_9,1_2,n;m;pl;nom;ind,n;m;pl;dat;ind,C
strætin,stræti,1_6,1_7,n;nt;pl;nom;def - n;nt;pl;acc;def,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,C
dæmdan,dæmdir,1_3,1_4,verb;actv;pp;m;sg;acc;sta - adj;pst;m;sg;acc;sta,verb;actv;past;p2;sg - verb;actv;pss;p2;sg - verb;actv;pp;m;pl;nom;sta - adj;pst;m;pl;nom;sta,C
dæma,dæmið,0_20,0_19,verb;actv;inf - verb;actv;pri;p3;pl - n;nt;pl;gen;ind,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
skíru,skírast,0_10,0_11,,,SRC_LEXICAL_ERROR
tákna,táknunum,1_14,1_1,n;nt;pl;gen;ind,n;nt;pl;dat;def,C
hvílíkan,hvílíkar,1_3,1_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hersveit,hersveitir,1_0,1_4,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,n;f;pl;nom;ind - n;f;pl;acc;ind,C
vanir,vana,0_8,0_20,adj;pst;m;pl;nom;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
veitast,veitum,0_11,0_1,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
léti,lét,1_7,1_0,verb;actv;pss;p1;sg - verb;actv;pss;p3;sg,verb;actv;past;p1;sg - verb;actv;past;p3;sg,C
aflar,afl,1_9,1_0,,,SRC_LEXICAL_ERROR
leyndardómur,leyndardómurinn,1_12,1_16,n;m;sg;nom;def,n;m;sg;nom;ind,C
nefndur,nefnda,1_12,1_14,verb;actv;pp;m;sg;nom;sta - adj;pst;m;sg;nom;sta,n;f;pl;gen;ind - verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
vond,vondar,1_0,1_9,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,C
landstjóri,landstjórar,1_7,1_9,n;m;sg;nom;ind,n;m;pl;nom;ind,C
líkist,lík,0_7,0_14,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;imp;p2;sg - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
þerna,þernan,1_14,1_3,n;f;sg;nom;ind - n;f;pl;gen;ind,n;f;sg;nom;def,C
samkundur,samkundum,1_12,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
samþykk,samþykkið,0_14,0_19,verb;actv;imp;p2;sg,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
ills,illir,1_13,1_4,adj;pst;m;sg;gen;sta - adj;pst;nt;sg;gen;sta,adj;pst;m;pl;nom;sta,C
fullu,full,1_17,1_0,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
greið,greiði,0_14,0_15,,,SRC_LEXICAL_ERROR
skil,skilaði,1_0,1_11,n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;imp;p2;sg,verb;actv;inf - verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg,PARADIGM_ERROR
hirðar,hirðir,1_9,1_4,n;f;sg;gen;ind - n;m;pl;nom;ind,n;f;pl;nom;ind - n;f;pl;acc;ind - n;m;sg;nom;ind,C
steinar,stein,1_9,1_0,n;m;pl;nom;ind,n;m;sg;acc;ind,C
Hverja,Hvert,0_6,0_17,prn;itg;m;pl;acc - prn;itg;f;sg;acc - prn;ind;m;pl;acc - prn;ind;f;sg;acc,adv;itg - prn;ind;nt;sg;nom - prn;ind;nt;sg;acc - prn;itg;nt;sg;nom - prn;itg;nt;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
heims,heiminn,1_13,1_5,n;m;sg;gen;ind,n;m;sg;acc;def,C
orðunum,orðið,1_1,1_15,n;nt;pl;dat;def,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
fánýtt,fánýtu,1_0,1_17,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
bert,beri,0_17,0_15,,,SRC_LEXICAL_ERROR
muni,munir,0_15,0_8,verb;prs;p1;sg - verb;prs;p3;sg - verb;prs;p3;pl - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - n;m;pl;acc;ind,verb;prs;p2;sg - verb;actv;prs;p2;sg - n;m;pl;nom;ind,C
vindar,vindum,1_9,1_2,n;m;pl;nom;ind,n;m;pl;dat;ind,C
helgur,helgum,1_12,1_2,adj;pst;m;sg;nom;sta,n;f;pl;dat;ind - adj;pst;m;sg;gen;sta - adj;pst;m;pl;gen;sta - adj;pst;f;pl;gen;sta - adj;pst;nt;pl;gen;sta,C
veittuð,veitti,1_18,1_7,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,C
vondum,vond,1_2,1_0,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
Heilagur,Heilagi,1_12,1_7,adj;pst;m;sg;nom;sta,adj;pst;m;sg;nom;vei,C
grafið,grafir,0_19,0_8,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,n;f;pl;nom;ind - n;f;pl;acc;ind,POS_PAIR_ERROR
skapaði,skapi,1_11,1_7,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,n;nt;sg;dat;ind - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
