src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
glada,glad,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,n;ut;sg;ind - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def - n;ut;sg;ind;compound-R,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - adj;sint;pst;ut;sg;ind - n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,SRC_SLOT_ERROR;TGT_SLOT_ERROR
Vakna,Vaken,0_0,V;ACT;NFIN,0_6,ADJ;INDF;MASC+FEM;SG,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,n;ut;sg;def - n;ut;sg;def;compound-R - adj;sint;pst;ut;sg;ind,MAPPED_POS_PAIR_ERROR
säg,sägas,0_2,V;ACT;NFIN;COMPOUND,0_11,ADJ;INDF;GEN;PL,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;inf;pasv,ERR_TGT_SLOT_ERROR
äktat,äkta,2_5,V.CVB;ACT,2_12,V;IMP,verb;supn;actv - adj;pp;nt;sg;ind,verb;imp - verb;inf;actv - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR
tukta,tuktade,2_12,V;IMP,2_11,ADJ;DEF;PL,verb;imp - verb;inf;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
avgudabelätet,avgudabeläten,1_8,N;DEF;NOM;SG,1_7,DET;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kalv,kalvarna,2_2,N;INDF;NOM;SG;COMPOUND,2_13,PROPN;MASC,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;def - n;ut;pl;def;compound-R,ERR_SRC_SLOT_ERROR
skonat,skonar,2_5,V.CVB;ACT,2_9,V;ACT;IND;PRS,verb;supn;actv - adj;pp;nt;sg;ind,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
gäcka,gäckades,2_12,V;IMP,2_10,V;PASS;IND;PST,verb;imp - verb;inf;actv,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen - verb;past;pasv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vildåsna,vildåsna,0_0,V;ACT;NFIN,0_0,V;ACT;NFIN,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
använde,användas,0_5,V.PTCP;PST,0_11,ADJ;INDF;GEN;PL,verb;past;actv - adj;pp;m;sg;def,adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;fn;sg;def;gen - verb;inf;pasv,ERR_SRC_SLOT_ERROR
förstlingsbröd,förstlingsbröden,1_1,N;INDF;NOM;SG,1_7,DET;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lämna,lämnade,2_12,V;IMP,2_11,ADJ;DEF;PL,verb;imp - verb;inf;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
tvagna,tvaget,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kalvar,kalv,2_9,V;ACT;IND;PRS,2_2,N;INDF;NOM;SG;COMPOUND,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tager,tages,0_8,V.CVB,0_3,V;PASS;IND;PRS,verb;pres;actv,verb;prs;pasv - verb;pres;pasv,ERR_SRC_SLOT_ERROR
förgätas,förgätet,0_11,ADJ;INDF;GEN;PL,0_2,V;ACT;NFIN;COMPOUND,verb;inf;pasv,adj;pp;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hädade,hädar,2_11,ADJ;DEF;PL,2_9,V;ACT;IND;PRS,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,ERR_TGT_SLOT_ERROR
tornets,torn,1_9,PROPN;GEN;MASC,1_1,N;INDF;NOM;SG,n;nt;sg;def;gen - n;nt;sg;def;gen;compound-R,n;nt;sg;ind - n;nt;pl;ind - n;ut;sg;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;ut;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
anklagat,anklagar,2_5,V.CVB;ACT,2_9,V;ACT;IND;PRS,verb;supn;actv - adj;pp;nt;sg;ind,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
agar,aga,2_9,V;ACT;IND;PRS,2_12,V;IMP,verb;pres;actv,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
utpantning,utpantat,2_0,PRN;SG,2_5,V.CVB;ACT,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sänkte,sänkt,0_1,V;ACT;IND;PST,0_10,ADJ;INDF;NEUT;SG,verb;past;actv - adj;pp;m;sg;def,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR
förfaren,förfar,0_6,ADJ;INDF;MASC+FEM;SG,0_2,V;ACT;NFIN;COMPOUND,adj;sint;pst;ut;sg;ind,verb;imp - verb;pres;actv - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
åligga,åligger,0_0,V;ACT;NFIN,0_8,V.CVB,verb;inf;actv,verb;pres;actv,ERR_TGT_SLOT_ERROR
Safira,Safirs,0_0,V;ACT;NFIN,0_4,N;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
eggen,eggade,2_14,N;DEF;SG,2_11,ADJ;DEF;PL,n;ut;sg;def - n;ut;sg;def;compound-R,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
underkasta,underkastade,2_12,V;IMP,2_11,ADJ;DEF;PL,verb;imp - verb;inf;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
människor,människa,0_13,ADJ;PRS;GEN,0_0,V;ACT;NFIN,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
förbittrade,förbittrad,2_11,ADJ;DEF;PL,2_3,PRN,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
förtrampar,förtrampas,2_9,V;ACT;IND;PRS,2_7,V;PASS;NFIN,verb;pres;actv,verb;inf;pasv - verb;pres;pasv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
förklarade,förklaras,2_11,ADJ;DEF;PL,2_7,V;PASS;NFIN,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,verb;inf;pasv - verb;pres;pasv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
frågade,frågen,2_11,ADJ;DEF;PL,2_14,N;DEF;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
uppväckt,uppväcka,0_10,ADJ;INDF;NEUT;SG,0_0,V;ACT;NFIN,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,verb;inf;actv,MAPPED_POS_PAIR_ERROR
syr,syr,2_2,N;INDF;NOM;SG;COMPOUND,2_2,N;INDF;NOM;SG;COMPOUND,verb;pres;actv - verb;inf;actv;cmp;compound-only-L,verb;pres;actv - verb;inf;actv;cmp;compound-only-L,SRC_SLOT_ERROR;TGT_SLOT_ERROR
förhindrar,förhindrade,2_9,V;ACT;IND;PRS,2_11,ADJ;DEF;PL,verb;pres;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
redliges,redlige,0_3,V;PASS;IND;PRS,0_5,V.PTCP;PST,adj;sint;pst;m;sg;def;gen,adj;sint;pst;m;sg;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
röda,rödare,0_0,V;ACT;NFIN,0_12,V.CVB;COMPV,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;sint;comp;un;sp,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
samlen,samlar,2_14,N;DEF;SG,2_9,V;ACT;IND;PRS,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
brukat,brukade,2_5,V.CVB;ACT,2_11,ADJ;DEF;PL,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
helge,helgar,2_15,ADJ;DEF;MASC;SG,2_9,V;ACT;IND;PRS,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
möten,möte,0_6,ADJ;INDF;MASC+FEM;SG,0_5,V.PTCP;PST,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;ind - n;nt;sg;ind;compound-R,ERR_SRC_SLOT_ERROR
vänner,vännen,1_0,N;INDF;PL,1_7,DET;SG,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
orsaken,orsak,1_7,DET;SG,1_1,N;INDF;NOM;SG,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
säges,säge,0_3,V;PASS;IND;PRS,0_5,V.PTCP;PST,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
hörda,hören,0_0,V;ACT;NFIN,0_6,ADJ;INDF;MASC+FEM;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
nacke,nacken,1_1,N;INDF;NOM;SG,1_7,DET;SG,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
böjd,böjt,0_5,V.PTCP;PST,0_10,ADJ;INDF;NEUT;SG,adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,verb;supn;actv - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,MAPPED_POS_PAIR_ERROR
sadlade,sadla,2_11,ADJ;DEF;PL,2_12,V;IMP,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv,ERR_TGT_SLOT_ERROR
nåds,nådens,1_2,N;INDF;GEN;PL,1_6,N;DEF;GEN;SG,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fresten,frestade,2_14,N;DEF;SG,2_11,ADJ;DEF;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
undrade,undra,2_11,ADJ;DEF;PL,2_12,V;IMP,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
snabba,snabb,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;sint;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
renad,renat,2_3,PRN,2_5,V.CVB;ACT,adj;pp;ut;sg;ind,verb;supn;actv - n;un;sg;ind - n;un;sg;def - adj;pp;nt;sg;ind - n;un;sg;ind;compound-R - n;un;sg;def;compound-R - n;un;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
månads,månader,1_2,N;INDF;GEN;PL,1_0,N;INDF;PL,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fattas,fatten,2_7,V;PASS;NFIN,2_14,N;DEF;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
upptage,upptaget,0_5,V.PTCP;PST,0_2,V;ACT;NFIN;COMPOUND,verb;prs;actv,n;nt;sg;def - adj;pp;nt;sg;ind - n;nt;sg;def;compound-R - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
fånga,fånge,2_12,V;IMP,2_15,ADJ;DEF;MASC;SG,verb;imp - verb;inf;actv,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
oxe,oxar,1_1,N;INDF;NOM;SG,1_0,N;INDF;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
överflödade,överflöden,2_11,ADJ;DEF;PL,2_14,N;DEF;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
böjes,böjd,0_3,V;PASS;IND;PRS,0_5,V.PTCP;PST,verb;pres;pasv,adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,POS_PAIR_ERROR
for,fore,0_2,V;ACT;NFIN;COMPOUND,0_5,V.PTCP;PST,verb;past;actv - n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,verb;pis;actv - n;ut;sg;ind;cmp;compound-only-L,SRC_SLOT_ERROR;TGT_SLOT_ERROR
skyl,skylas,0_2,V;ACT;NFIN;COMPOUND,0_11,ADJ;INDF;GEN;PL,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;inf;pasv - verb;pres;pasv,ERR_TGT_SLOT_ERROR
törstande,törst,2_8,ADJ;PRS,2_2,N;INDF;NOM;SG;COMPOUND,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tränga,trängde,0_0,V;ACT;NFIN,0_1,V;ACT;IND;PST,verb;inf;actv,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,C
hörn,höres,0_6,ADJ;INDF;MASC+FEM;SG,0_3,V;PASS;IND;PRS,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,verb;pres;pasv,POS_PAIR_ERROR;SRC_SLOT_ERROR
lyckas,lyckades,2_7,V;PASS;NFIN,2_10,V;PASS;IND;PST,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - verb;imp - verb;inf;pasv - verb;inf;pasv - verb;pres;pasv,adj;pst;un;pl;ind;gen - adj;pst;un;pl;def;gen - adj;pst;m;sg;def;gen - adj;pst;fn;sg;def;gen - verb;past;pasv,ERR_TGT_SLOT_ERROR
orsaken,orsaks,1_7,DET;SG,1_2,N;INDF;GEN;PL,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hungersnöds,hungersnöd,1_2,N;INDF;GEN;PL,1_1,N;INDF;NOM;SG,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rädas,rädde,0_11,ADJ;INDF;GEN;PL,0_1,V;ACT;IND;PST,verb;imp - verb;inf;pasv - verb;pres;pasv,adj;sint;pst;m;sg;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rivit,riv,0_14,PRN;NEUT;SG,0_2,V;ACT;NFIN;COMPOUND,verb;supn;actv,verb;imp - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
lönen,lönar,2_14,N;DEF;SG,2_9,V;ACT;IND;PRS,n;ut;sg;def - n;ut;sg;def;compound-R,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Sadoks,Sadok,1_2,N;INDF;GEN;PL,1_1,N;INDF;NOM;SG,np;ant;m;gen - np;ant;m;gen;compound-R,np;ant;m - np;ant;m;compound-R,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
stinga,stinger,0_0,V;ACT;NFIN,0_8,V.CVB,verb;inf;actv,verb;pres;actv,ERR_TGT_SLOT_ERROR
magern,magert,0_6,ADJ;INDF;MASC+FEM;SG,0_10,ADJ;INDF;NEUT;SG,n;ut;sg;def - n;ut;sg;def;compound-R,adj;sint;pst;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
våldsverkares,våldsverkarna,0_3,V;PASS;IND;PRS,0_0,V;ACT;NFIN,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;pl;ind;gen - n;ut;pl;ind;gen;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,SRC_SLOT_ERROR;TGT_SLOT_ERROR
förlike,förlika,0_5,V.PTCP;PST,0_0,V;ACT;NFIN,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
upphöjd,upphöja,0_5,V.PTCP;PST,0_0,V;ACT;NFIN,adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,verb;inf;actv,POS_PAIR_ERROR
kedjor,kedja,0_13,ADJ;PRS;GEN,0_0,V;ACT;NFIN,n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR
bliven,bliv,0_6,ADJ;INDF;MASC+FEM;SG,0_2,V;ACT;NFIN;COMPOUND,adj;pp;ut;sg;ind,verb;imp - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
blottades,blottade,2_10,V;PASS;IND;PST,2_11,ADJ;DEF;PL,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,MAPPED_POS_PAIR_ERROR
utgöra,utgöres,0_0,V;ACT;NFIN,0_3,V;PASS;IND;PRS,verb;inf;actv,verb;pres;pasv,C
offergärd,offergärder,1_1,N;INDF;NOM;SG,1_0,N;INDF;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
avfaller,avfalla,0_8,V.CVB,0_0,V;ACT;NFIN,verb;pres;actv,verb;inf;actv,ERR_SRC_SLOT_ERROR
födes,föder,0_3,V;PASS;IND;PRS,0_8,V.CVB,verb;pres;pasv,verb;pres;actv,ERR_TGT_SLOT_ERROR
uträckt,uträcka,0_10,ADJ;INDF;NEUT;SG,0_0,V;ACT;NFIN,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
stridsman,stridsmans,1_1,N;INDF;NOM;SG,1_2,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
port,portar,1_1,N;INDF;NOM;SG,1_0,N;INDF;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
begabbade,begabbas,2_11,ADJ;DEF;PL,2_7,V;PASS;NFIN,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;inf;pasv - verb;pres;pasv,ERR_TGT_SLOT_ERROR
molnen,molnens,1_7,DET;SG,1_6,N;DEF;GEN;SG,n;nt;pl;def - n;nt;pl;def;compound-R,n;nt;pl;def;gen - n;nt;pl;def;gen;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tecknar,tecknas,2_9,V;ACT;IND;PRS,2_7,V;PASS;NFIN,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,verb;inf;pasv - verb;pres;pasv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
översteprästens,överstepräster,1_6,N;DEF;GEN;SG,1_0,N;INDF;PL,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tryggare,trygga,2_1,N;INDF;NOM;PL,2_12,V;IMP,adj;sint;comp;un;sp,verb;imp - verb;inf;actv - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,ERR_SRC_SLOT_ERROR
passa,passet,2_12,V;IMP,2_4,PRN;NOM;NEUT;SG,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,n;nt;sg;def - n;nt;sg;def;compound-R,ERR_SRC_SLOT_ERROR
mak,maka,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind,C
nasirerna,nasiren,1_5,N;DEF;PL,1_7,DET;SG,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_TGT_SLOT_ERROR
förlossat,förlossning,2_5,V.CVB;ACT,2_0,PRN;SG,verb;supn;actv - adj;pp;nt;sg;ind,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
efterlämnat,efterlämnade,2_5,V.CVB;ACT,2_11,ADJ;DEF;PL,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
styra,styrde,0_0,V;ACT;NFIN,0_1,V;ACT;IND;PST,verb;inf;actv,verb;past;actv - adj;pp;m;sg;def,ERR_TGT_SLOT_ERROR
utgiven,utgivet,0_6,ADJ;INDF;MASC+FEM;SG,0_2,V;ACT;NFIN;COMPOUND,adj;pp;ut;sg;ind - adj;pp;ut;sg;ind,adj;pp;nt;sg;ind - adj;pp;nt;sg;ind,TGT_SLOT_ERROR
kallas,kallat,2_7,V;PASS;NFIN,2_5,V.CVB;ACT,n;ut;sg;ind;gen - adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - n;ut;sg;ind;gen;compound-R - verb;inf;pasv - verb;pres;pasv,verb;supn;actv - adj;pp;nt;sg;ind,ERR_TGT_SLOT_ERROR
levande,levde,0_9,V.PTCP;PRS,0_1,V;ACT;IND;PST,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;nt;sg;ind;cmp;compound-only-L,verb;past;actv - adj;pp;m;sg;def,ERR_TGT_SLOT_ERROR
floderna,floder,1_5,N;DEF;PL,1_0,N;INDF;PL,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_TGT_SLOT_ERROR
suck,suckande,2_2,N;INDF;NOM;SG;COMPOUND,2_8,ADJ;PRS,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tvärt,tvärs,0_10,ADJ;INDF;NEUT;SG,0_4,N;INDF;GEN;SG,adj;sint;pst;nt;sg;ind,adj;sint;pst;ut;sg;ind;gen - adv; - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
