src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
heilu,heilan,1_17,N;INDF;GEN;SG,1_3,ADJ;ACC;SG,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
full,fullur,1_0,N;INDF;ACC;SG,1_12,V.PTCP;PST;NOM;SG,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;nom;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tungur,tungum,1_12,V.PTCP;PST;NOM;SG,1_2,N;INDF;DAT;PL,n;f;pl;nom;ind - n;f;pl;acc;ind,n;f;pl;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
skylduð,skyldir,1_18,V;IND;PST;2;PL,1_4,V;IND;PST;2;SG,verb;pss;p2;pl,verb;pss;p2;sg - adj;pst;m;pl;nom;sta,SRC_SLOT_ERROR;TGT_SLOT_ERROR
hvílík,hvílíkum,1_0,N;INDF;ACC;SG,1_2,N;INDF;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
höggva,höggvin,1_14,N;INDF;GEN;PL,1_6,V.PTCP;PST;ACC;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
einlægt,einlæg,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
laus,lausan,1_0,N;INDF;ACC;SG,1_3,ADJ;ACC;SG,adj;pst;m;sg;nom;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;acc;sta,ERR_TGT_SLOT_ERROR
skipinu,skip,1_10,V;SBJV;PST;2;PL,1_0,N;INDF;ACC;SG,n;nt;sg;dat;def,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR
Sælir,Sæl,1_4,V;IND;PST;2;SG,1_0,N;INDF;ACC;SG,adj;pst;m;pl;nom;sta,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ofdrykkja,ofdrykkju,1_14,N;INDF;GEN;PL,1_17,N;INDF;GEN;SG,n;f;sg;nom;ind,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,ERR_SRC_SLOT_ERROR
bæn,bæ,0_9,PRN;INDF;ACC;SG,0_14,V;IMP;2;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
léti,létum,1_7,N;INDF;DAT;SG,1_2,N;INDF;DAT;PL,verb;actv;pss;p1;sg - verb;actv;pss;p3;sg,verb;actv;past;p1;pl - verb;actv;pss;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ráðalaus,ráðalaus,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,adj;pst;m;sg;nom;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;nom;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,SRC_SLOT_ERROR;TGT_SLOT_ERROR
liðs,liði,1_13,PRN;INDF;GEN;SG,1_7,N;INDF;DAT;SG,n;nt;sg;gen;ind,n;nt;sg;dat;ind - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - n;m;sg;dat;ind - n;m;pl;acc;ind,ERR_SRC_SLOT_ERROR
fellur,fellir,1_12,V.PTCP;PST;NOM;SG,1_4,V;IND;PST;2;SG,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
strætinu,strætum,1_10,V;SBJV;PST;2;PL,1_2,N;INDF;DAT;PL,n;nt;sg;dat;def,n;nt;pl;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Ljós,Ljósið,0_14,V;IMP;2;SG,0_19,V;IND;PRS;2;PL,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;nom;def - n;nt;sg;acc;def,ERR_TGT_SLOT_ERROR
fótur,fóta,1_12,V.PTCP;PST;NOM;SG,1_14,N;INDF;GEN;PL,n;m;sg;nom;ind,n;m;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
flokk,flokkur,1_0,N;INDF;ACC;SG,1_12,V.PTCP;PST;NOM;SG,n;m;sg;acc;ind - n;m;sg;acc;def,n;m;sg;nom;ind - n;m;sg;nom;def,TGT_SLOT_ERROR
vegar,vegið,1_9,ADJ;NOM;PL,1_15,V;IMP;2;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
skírð,skírði,0_18,N;INDF;NOM;SG,0_5,V;SBJV;PST;1;SG,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,ERR_SRC_SLOT_ERROR
orðinu,orðunum,1_10,V;SBJV;PST;2;PL,1_1,N;DEF;DAT;PL,n;nt;sg;dat;def,n;nt;pl;dat;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
alda,aldar,1_14,N;INDF;GEN;PL,1_9,ADJ;NOM;PL,n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,n;f;sg;gen;ind - verb;actv;pp;f;pl;nom;sta - verb;actv;pp;f;pl;acc;sta,TGT_SLOT_ERROR
þjóni,þjónunum,1_7,N;INDF;DAT;SG,1_1,N;DEF;DAT;PL,n;m;sg;dat;def,n;m;pl;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
barn,barði,0_9,PRN;INDF;ACC;SG,0_5,V;SBJV;PST;1;SG,n;nt;sg;nom;ind - n;nt;sg;acc;ind,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pp;m;sg;nom;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
mesta,mestu,1_14,N;INDF;GEN;PL,1_17,N;INDF;GEN;SG,adj;sup;m;sg;acc;vei - adj;sup;m;sg;dat;vei - adj;sup;m;sg;gen;vei - adj;sup;m;pl;acc;sta - adj;sup;f;sg;nom;vei - adj;sup;f;sg;acc;sta - adj;sup;nt;sg;nom;vei - adj;sup;nt;sg;acc;vei - adj;sup;nt;sg;dat;vei - adj;sup;nt;sg;gen;vei,verb;midv;imp;p2;sg - adj;sup;m;pl;nom;vei - adj;sup;m;pl;acc;vei - adj;sup;m;pl;dat;vei - adj;sup;m;pl;gen;vei - adj;sup;f;sg;acc;vei - adj;sup;f;sg;dat;vei - adj;sup;f;sg;gen;vei - adj;sup;f;pl;nom;vei - adj;sup;f;pl;acc;vei - adj;sup;f;pl;dat;vei - adj;sup;f;pl;gen;vei - adj;sup;nt;sg;dat;sta - adj;sup;nt;pl;nom;vei - adj;sup;nt;pl;acc;vei - adj;sup;nt;pl;dat;vei - adj;sup;nt;pl;gen;vei,SRC_SLOT_ERROR;TGT_SLOT_ERROR
kjöts,kjötið,1_13,PRN;INDF;GEN;SG,1_15,V;IMP;2;PL,n;nt;sg;gen;ind,n;nt;sg;nom;def - n;nt;sg;acc;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
konungunum,konung,1_1,N;DEF;DAT;PL,1_0,N;INDF;ACC;SG,n;m;pl;dat;def,n;m;sg;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kostar,kosta,1_9,ADJ;NOM;PL,1_14,N;INDF;GEN;PL,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - n;m;sg;gen;ind,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg - n;m;pl;gen;ind,SRC_SLOT_ERROR
hlutur,hlutir,1_12,V.PTCP;PST;NOM;SG,1_4,V;IND;PST;2;SG,n;m;sg;nom;ind,n;m;pl;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
finna,finnur,0_20,V;NFIN,0_16,V;IND;PRS;2;SG,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vor,vora,1_0,N;INDF;ACC;SG,1_14,N;INDF;GEN;PL,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - prn;p1;mf;sg;gen,n;nt;pl;gen;ind,ERR_TGT_SLOT_ERROR
synduga,syndug,1_14,N;INDF;GEN;PL,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sálum,sál,1_2,N;INDF;DAT;PL,1_0,N;INDF;ACC;SG,n;f;pl;dat;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
röddu,röddin,1_17,N;INDF;GEN;SG,1_6,V.PTCP;PST;ACC;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
fugla,fuglar,1_14,N;INDF;GEN;PL,1_9,ADJ;NOM;PL,n;m;pl;acc;ind - n;m;pl;gen;ind,n;m;pl;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hreinu,hreinum,1_17,N;INDF;GEN;SG,1_2,N;INDF;DAT;PL,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sjálf,sjálfa,1_0,N;INDF;ACC;SG,1_14,N;INDF;GEN;PL,prn;ref;f;sg;nom - prn;ref;nt;pl;nom - prn;ref;nt;pl;acc,prn;ref;m;pl;acc - prn;ref;f;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
inn,inni,0_14,V;IMP;2;SG,0_15,V;SBJV;PRS;3;PL,adv;,adv;pst,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR
mínar,mínum,1_9,ADJ;NOM;PL,1_2,N;INDF;DAT;PL,prn;pos;f;pl;nom - prn;pos;f;pl;acc,prn;pos;m;sg;dat - prn;pos;m;pl;dat - prn;pos;f;pl;dat - prn;pos;nt;pl;dat,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
samþykk,samþykktu,0_14,V;IMP;2;SG,0_4,V;IND;PST;3;PL,verb;actv;imp;p2;sg,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,ERR_SRC_SLOT_ERROR
hef,hefðu,0_14,V;IMP;2;SG,0_13,V.PTCP;PST;DAT;PL,verb;pri;p1;sg - verb;actv;imp;p2;sg,verb;pss;p3;pl - verb;actv;imp;p2;sg,TGT_SLOT_ERROR
verkinu,verka,1_10,V;SBJV;PST;2;PL,1_14,N;INDF;GEN;PL,n;nt;sg;dat;def,n;nt;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lendur,lendar,1_12,V.PTCP;PST;NOM;SG,1_9,ADJ;NOM;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
engla,englum,1_14,N;INDF;GEN;PL,1_2,N;INDF;DAT;PL,n;m;pl;acc;ind - n;m;pl;gen;ind,n;m;pl;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rækur,ræktu,0_16,V;IND;PRS;2;SG,0_4,V;IND;PST;3;PL,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
annt,annar,1_0,N;INDF;ACC;SG,1_9,ADJ;NOM;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
ljós,ljósið,1_0,N;INDF;ACC;SG,1_15,V;IMP;2;PL,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;nom;def - n;nt;sg;acc;def,ERR_TGT_SLOT_ERROR
hafna,haf,0_21,V.PTCP;PST;GEN;SG,0_14,V;IMP;2;SG,n;f;pl;gen;ind - verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,n;nt;sg;nom;ind - n;nt;sg;acc;ind - verb;imp;p2;sg,PARADIGM_ERROR
stöðugur,stöðugir,1_12,V.PTCP;PST;NOM;SG,1_4,V;IND;PST;2;SG,adj;pst;m;sg;nom;sta,adj;pst;m;pl;nom;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
samkundu,samkunda,1_17,N;INDF;GEN;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fólks,fólk,1_13,PRN;INDF;GEN;SG,1_0,N;INDF;ACC;SG,n;nt;sg;gen;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
líkama,líkamir,1_14,N;INDF;GEN;PL,1_4,V;IND;PST;2;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
upplýsa,upplýsir,1_14,N;INDF;GEN;PL,1_4,V;IND;PST;2;SG,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
komin,koma,0_3,ADJ;ACC;PL,0_20,V;NFIN,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;inf - n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR
hálfan,hálfu,1_3,ADJ;ACC;SG,1_17,N;INDF;GEN;SG,adj;pst;m;sg;acc;sta,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vara,varst,0_20,V;NFIN,0_12,V;IND;PRS;1;SG,n;f;pl;gen;ind - n;f;sg;nom;ind - n;f;pl;gen;ind,verb;past;p2;sg,POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
deila,deilur,1_14,N;INDF;GEN;PL,1_12,V.PTCP;PST;NOM;SG,n;f;sg;nom;ind,n;f;pl;nom;ind - n;f;pl;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
skreyttu,skreytið,0_4,V;IND;PST;3;PL,0_19,V;IND;PRS;2;PL,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei - adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;gen;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,ERR_TGT_SLOT_ERROR
reynast,reynið,0_11,V;IND;PRS;3;PL,0_19,V;IND;PRS;2;PL,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,ERR_TGT_SLOT_ERROR
bú,búum,0_14,V;IMP;2;SG,0_1,V;SBJV;PRS;1;PL,verb;actv;imp;p2;sg,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lokað,loka,1_8,V.CVB,1_14,N;INDF;GEN;PL,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,n;nt;pl;gen;ind - n;f;sg;nom;ind - n;f;pl;gen;ind,ERR_SRC_SLOT_ERROR
borgarhliðunum,borgarhliðunum,1_1,N;DEF;DAT;PL,1_1,N;DEF;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
heilags,heilaga,1_13,PRN;INDF;GEN;SG,1_14,N;INDF;GEN;PL,adj;pst;m;sg;gen;sta - adj;pst;nt;sg;gen;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kunna,kunnur,1_14,N;INDF;GEN;PL,1_12,V.PTCP;PST;NOM;SG,verb;actv;inf - verb;actv;pri;p3;pl - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adj;pst;m;sg;nom;sta,ERR_TGT_SLOT_ERROR
vein,vei,0_3,ADJ;ACC;PL,0_15,V;SBJV;PRS;3;PL,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
loka,lokum,1_14,N;INDF;GEN;PL,1_2,N;INDF;DAT;PL,n;nt;pl;gen;ind - n;f;sg;nom;ind - n;f;pl;gen;ind,n;nt;pl;dat;ind - n;f;pl;dat;ind,C
birta,birtir,0_20,V;NFIN,0_8,V;SBJV;PRS;2;SG,verb;actv;inf - verb;actv;pri;p3;pl - verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;past;p2;sg - verb;actv;prs;p2;sg - verb;actv;pss;p2;sg - verb;actv;pp;m;pl;nom;sta,C
stólpi,stólpa,1_7,N;INDF;DAT;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
steyta,steytir,1_14,N;INDF;GEN;PL,1_4,V;IND;PST;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
blessa,blessa,1_14,N;INDF;GEN;PL,1_14,N;INDF;GEN;PL,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vakið,vakinn,0_19,V;IND;PRS;2;PL,0_2,ADJ;NOM;SG,verb;actv;supn - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lokið,loka,1_15,V;IMP;2;PL,1_14,N;INDF;GEN;PL,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;supn - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,n;nt;pl;gen;ind - n;f;sg;nom;ind - n;f;pl;gen;ind,SRC_SLOT_ERROR
veiku,veikir,1_17,N;INDF;GEN;SG,1_4,V;IND;PST;2;SG,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - adj;pst;m;pl;nom;sta,ERR_SRC_SLOT_ERROR
Eruð,Ert,1_18,V;IND;PST;2;PL,1_0,N;INDF;ACC;SG,verb;pri;p2;pl,verb;pri;p2;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
kunngjörið,kunngjört,0_19,V;IND;PRS;2;PL,0_17,V.PTCP;PST;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lágir,lágum,1_4,V;IND;PST;2;SG,1_2,N;INDF;DAT;PL,adj;pst;m;pl;nom;sta,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta - verb;actv;past;p1;pl,ERR_SRC_SLOT_ERROR
miklað,mikli,1_8,V.CVB,1_7,N;INDF;DAT;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
Gyðinga,Gyðingurinn,1_14,N;INDF;GEN;PL,1_16,N;DEF;NOM;SG,n;m;pl;acc;ind - n;m;pl;gen;ind,n;m;sg;nom;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
laufgast,laufgað,1_19,V;IND;PRS;3;SG,1_8,V.CVB,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
daginn,daga,1_5,N;DEF;ACC;SG,1_14,N;INDF;GEN;PL,n;m;sg;acc;def,n;m;pl;acc;ind - n;m;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
