src word,tgt word,src slot,src predicted,tgt slot,tgt predicted,annotation 1,annotation 2,Notes,KEY,
inflicted,inflict,1_1,V;PST,1_2,V;NFIN,C,,,,
inflict,inflicted,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
samaritans,samaritan,1_0,V;3;SG;PRS,1_2,V;NFIN,SLOT_ERROR,,,,
samaritan,samaritans,1_2,V;NFIN,1_0,V;3;SG;PRS,SLOT_ERROR,,,,
,,,,,,,,,,
frequent,frequently,1_2,V;NFIN,1_4,?,DERIVATIONAL_ERROR,SLOT_ERROR,,,
frequently,frequent,1_4,?,1_2,V;NFIN,DERIVATIONAL_ERROR,SLOT_ERROR,,,
,,,,,,,,,,
hired,hire,1_1,V;PST,1_2,V;NFIN,C,,,,
hire,hired,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
responded,respond,1_1,V;PST,1_2,V;NFIN,C,,,,
respond,responded,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
wrongs,wronged,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
wrongs,wrong,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
wronged,wrongs,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
wronged,wrong,1_1,V;PST,1_2,V;NFIN,C,,,,
wrong,wrongs,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
wrong,wronged,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
chests,chest,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
chest,chests,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
deeds,deed,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
deed,deeds,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
bodies,bodily,1_0,V;3;SG;PRS,1_4,?,,,,,
bodily,bodies,1_4,?,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
possesses,possessed,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
possesses,possess,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
possesses,possessing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
possessed,possesses,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
possessed,possess,1_1,V;PST,1_2,V;NFIN,C,,,,
possessed,possessing,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
possess,possesses,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
possess,possessed,1_2,V;NFIN,1_1,V;PST,C,,,,
possess,possessing,1_2,V;NFIN,1_3,V;V.PTCP;PRS    ,C,,,,
possessing,possesses,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
possessing,possessed,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
possessing,possess,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
deprived,deprive,1_1,V;PST,1_2,V;NFIN,C,,,,
deprive,deprived,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
aroused,arouse,1_1,V;PST,1_2,V;NFIN,C,,,,
arouse,aroused,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
provinces,province,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
province,provinces,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
breaks,break,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
breaks,breaking,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C,,,,
breaks,breaker,1_0,V;3;SG;PRS,1_5,N;SG,DERIVATIONAL_ERROR,,,,
break,breaks,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
break,breaking,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
break,breaker,1_2,V;NFIN,1_5,N;SG,DERIVATIONAL_ERROR,,,,
breaking,breaks,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
breaking,break,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
breaking,breaker,1_3,V;V.PTCP;PRS,1_5,N;SG,DERIVATIONAL_ERROR,,,,
breaker,breaks,1_5,N;SG,1_0,V;3;SG;PRS,DERIVATIONAL_ERROR,,,,
breaker,break,1_5,N;SG,1_2,V;NFIN,DERIVATIONAL_ERROR,,,,
breaker,breaking,1_5,N;SG,1_3,V;V.PTCP;PRS,DERIVATIONAL_ERROR,,,,
,,,,,,,,,,
sink,sinking,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
sinking,sink,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
taste,tasting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
tasting,taste,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
,,,,,,,,,,
bits,bite,1_0,V;3;SG;PRS,1_2,V;NFIN,POS_ERROR,,,,
bite,bits,1_2,V;NFIN,1_0,V;3;SG;PRS,POS_ERROR,,,,
,,,,,,,,,,
depends,depended,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
depends,depend,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
depended,depends,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
depended,depend,1_1,V;PST,1_2,V;NFIN,C,,,,
depend,depends,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
depend,depended,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
supply,supplying,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
supplying,supply,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
stings,sting,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
sting,stings,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
decrees,decreed,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
decrees,decree,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
decreed,decrees,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
decreed,decree,1_1,V;PST,1_2,V;NFIN,C,,,,
decree,decrees,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
decree,decreed,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
rebukes,rebuked,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
rebukes,rebuke,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
rebukes,rebuking,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C,,,,
rebuked,rebukes,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
rebuked,rebuke,1_1,V;PST,1_2,V;NFIN,C,,,,
rebuked,rebuking,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
rebuke,rebukes,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
rebuke,rebuked,1_2,V;NFIN,1_1,V;PST,C,,,,
rebuke,rebuking,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
rebuking,rebukes,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
rebuking,rebuked,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
rebuking,rebuke,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
overseers,overseer,1_0,V;3;SG;PRS,1_2,V;NFIN,SLOT_ERROR,,,,
overseer,overseers,1_2,V;NFIN,1_0,V;3;SG;PRS,SLOT_ERROR,,,,
,,,,,,,,,,
decorated,decorate,1_1,V;PST,1_2,V;NFIN,C,,,,
decorate,decorated,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
times,time,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
time,times,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
divorces,divorced,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
divorces,divorce,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
divorced,divorces,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
divorced,divorce,1_1,V;PST,1_2,V;NFIN,C,,,,
divorce,divorces,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
divorce,divorced,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
interests,interest,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
interest,interests,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
injured,injuring,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
injured,injury,1_1,V;PST,1_6,ADJ,DERIVATIONAL_ERROR,,,,
injuring,injured,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
injuring,injury,1_3,V;V.PTCP;PRS,1_6,ADJ,DERIVATIONAL_ERROR,,,,
injury,injured,1_6,ADJ,1_1,V;PST,DERIVATIONAL_ERROR,,,,
injury,injuring,1_6,ADJ,1_3,V;V.PTCP;PRS,DERIVATIONAL_ERROR,,,,
,,,,,,,,,,
refuted,refute,1_1,V;PST,1_2,V;NFIN,C,,,,
refute,refuted,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
bounds,bound,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
bound,bounds,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
exposed,expose,1_1,V;PST,1_2,V;NFIN,C,,,,
expose,exposed,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
perched,perch,1_1,V;PST,1_2,V;NFIN,C,,,,
perch,perched,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
excluded,exclude,1_1,V;PST,1_2,V;NFIN,C,,,,
exclude,excluded,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
careful,carefully,1_2,V;NFIN,1_4,?,DERIVATIONAL_ERROR,slot error?,,,
carefully,careful,1_4,?,1_2,V;NFIN,DERIVATIONAL_ERROR,slot error?,,,
,,,,,,,,,,
enters,entered,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
enters,enter,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
enters,entering,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C,,,,
entered,enters,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
entered,enter,1_1,V;PST,1_2,V;NFIN,C,,,,
entered,entering,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
enter,enters,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
enter,entered,1_2,V;NFIN,1_1,V;PST,C,,,,
enter,entering,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
entering,enters,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
entering,entered,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
entering,enter,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
kissed,kiss,1_1,V;PST,1_2,V;NFIN,C,,,,
kissed,kissing,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
kiss,kissed,1_2,V;NFIN,1_1,V;PST,C,,,,
kiss,kissing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
kissing,kissed,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
kissing,kiss,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
obtained,obtain,1_1,V;PST,1_2,V;NFIN,C,,,,
obtained,obtaining,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
obtain,obtained,1_2,V;NFIN,1_1,V;PST,C,,,,
obtain,obtaining,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
obtaining,obtained,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
obtaining,obtain,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
have,having,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
having,have,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
mats,mat,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
mat,mats,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
amounts,amount,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
amount,amounts,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
sailed,sail,1_1,V;PST,1_2,V;NFIN,C,,,,
sailed,sailing,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
sail,sailed,1_2,V;NFIN,1_1,V;PST,C,,,,
sail,sailing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
sailing,sailed,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
sailing,sail,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
neglected,neglect,1_1,V;PST,1_2,V;NFIN,C,,,,
neglected,neglecting,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
neglect,neglected,1_2,V;NFIN,1_1,V;PST,C,,,,
neglect,neglecting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
neglecting,neglected,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
neglecting,neglect,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
clear,clearly,1_2,V;NFIN,1_4,?,PARADIGM_ERROR,,,,
clearly,clear,1_4,?,1_2,V;NFIN,PARADIGM_ERROR,,,,
,,,,,,,,,,
dreams,dream,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
dream,dreams,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
seasons,seasoned,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
seasons,season,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
seasoned,seasons,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
seasoned,season,1_1,V;PST,1_2,V;NFIN,C,,,,
season,seasons,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
season,seasoned,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
boasts,boasted,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
boasts,boast,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
boasts,boasting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C,,,,
boasted,boasts,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
boasted,boast,1_1,V;PST,1_2,V;NFIN,C,,,,
boasted,boasting,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
boast,boasts,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
boast,boasted,1_2,V;NFIN,1_1,V;PST,C,,,,
boast,boasting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
boasting,boasts,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
boasting,boasted,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
boasting,boast,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
summoned,summoning,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
summoning,summoned,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
,,,,,,,,,,
TRUE,truly,1_2,V;NFIN,1_4,?,PARADIGM_ERROR,capitalization?,,,
truly,TRUE,1_4,?,1_2,V;NFIN,PARADIGM_ERROR,,,,
,,,,,,,,,,
levites,levite,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
levite,levites,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
ministers,minister,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
minister,ministers,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
kilograms,kilogram,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
kilogram,kilograms,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
overtakes,overtake,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
overtake,overtakes,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
attendants,attendant,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
attendant,attendants,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
discriminated,discriminate,1_1,V;PST,1_2,V;NFIN,C,,,,
discriminate,discriminated,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
brings,bring,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
brings,bringing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C,,,,
bring,brings,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
bring,bringing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
bringing,brings,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
bringing,bring,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
recalled,recall,1_1,V;PST,1_2,V;NFIN,C,,,,
recalled,recalling,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
recall,recalled,1_2,V;NFIN,1_1,V;PST,C,,,,
recall,recalling,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
recalling,recalled,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
recalling,recall,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
thousands,thousand,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
thousand,thousands,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
displays,displayed,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
displays,display,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
displayed,displays,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
displayed,display,1_1,V;PST,1_2,V;NFIN,C,,,,
display,displays,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
display,displayed,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
sisters,sister,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
sister,sisters,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
necks,necked,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
necks,neck,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
necked,necks,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
necked,neck,1_1,V;PST,1_2,V;NFIN,C,,,,
neck,necks,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
neck,necked,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
takes,take,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
take,takes,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
clothes,cloths,1_0,V;3;SG;PRS,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
cloths,clothes,1_0,V;3;SG;PRS,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
clothes,clothed,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
cloths,clothed,1_0,V;3;SG;PRS,1_1,V;PST,POS_ERROR,,,,
clothes,cloth,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
clothes,clothe,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
cloths,cloth,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
cloths,clothe,1_0,V;3;SG;PRS,1_2,V;NFIN,POS_ERROR,,,,
clothes,clothing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C,,,,
cloths,clothing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,PARADIGM_ERROR,,,,
clothed,clothes,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
clothed,cloths,1_1,V;PST,1_0,V;3;SG;PRS,POS_ERROR,,,,
clothed,cloth,1_1,V;PST,1_2,V;NFIN,POS_ERROR,,,,
clothed,clothe,1_1,V;PST,1_2,V;NFIN,C,,,,
clothed,clothing,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
cloth,clothes,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
cloth,cloths,1_2,V;NFIN,1_0,V;3;SG;PRS,DERIVATIONAL_ERROR,,,,
clothe,clothes,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
clothe,cloths,1_2,V;NFIN,1_0,V;3;SG;PRS,POS_ERROR,,,,
cloth,clothed,1_2,V;NFIN,1_1,V;PST,POS_ERROR,,,,
clothe,clothed,1_2,V;NFIN,1_1,V;PST,C,,,,
cloth,clothe,1_2,V;NFIN,1_2,V;NFIN,POS_ERROR,,,,
clothe,cloth,1_2,V;NFIN,1_2,V;NFIN,POS_ERROR,,,,
cloth,clothing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,PARADIGM_ERROR,,,,
clothe,clothing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
clothing,clothes,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
clothing,cloths,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
clothing,clothed,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
clothing,cloth,1_3,V;V.PTCP;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
clothing,clothe,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
waves,wave,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
wave,waves,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
subjects,subjected,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
subjects,subject,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
subjects,subjecting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C,,,,
subjected,subjects,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
subjected,subject,1_1,V;PST,1_2,V;NFIN,C,,,,
subjected,subjecting,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
subject,subjects,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
subject,subjected,1_2,V;NFIN,1_1,V;PST,C,,,,
subject,subjecting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
subjecting,subjects,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
subjecting,subjected,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
subjecting,subject,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
blinded,blind,1_1,V;PST,1_2,V;NFIN,C,,,,
blind,blinded,1_2,V;NFIN,1_1,V;PST,C,,,,
,,,,,,,,,,
consumed,consume,1_1,V;PST,1_2,V;NFIN,C,,,,
consumed,consuming,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
consume,consumed,1_2,V;NFIN,1_1,V;PST,C,,,,
consume,consuming,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
consuming,consumed,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
consuming,consume,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
eats,eat,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
eats,eating,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C,,,,
eat,eats,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
eat,eating,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
eating,eats,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
eating,eat,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
meets,meet,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
meets,meeting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C,,,,
meet,meets,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
meet,meeting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
meeting,meets,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
meeting,meet,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
suppose,supposing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
supposing,suppose,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
,,,,,,,,,,
promotes,promote,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
promote,promotes,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
prays,prayed,1_0,V;3;SG;PRS,1_1,V;PST,C,,,,
prays,pray,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
prays,praying,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C,,,,
prays,prayer,1_0,V;3;SG;PRS,1_5,N;SG,POS_ERROR,,,,
prayed,prays,1_1,V;PST,1_0,V;3;SG;PRS,C,,,,
prayed,pray,1_1,V;PST,1_2,V;NFIN,C,,,,
prayed,praying,1_1,V;PST,1_3,V;V.PTCP;PRS,C,,,,
prayed,prayer,1_1,V;PST,1_5,N;SG,POS_ERROR,,,,
pray,prays,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
pray,prayed,1_2,V;NFIN,1_1,V;PST,C,,,,
pray,praying,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C,,,,
pray,prayer,1_2,V;NFIN,1_5,N;SG,POS_ERROR,,,,
praying,prays,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C,,,,
praying,prayed,1_3,V;V.PTCP;PRS,1_1,V;PST,C,,,,
praying,pray,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C,,,,
praying,prayer,1_3,V;V.PTCP;PRS,1_5,N;SG,POS_ERROR,,,,
prayer,prays,1_5,N;SG,1_0,V;3;SG;PRS,POS_ERROR,,,,
prayer,prayed,1_5,N;SG,1_1,V;PST,POS_ERROR,,,,
prayer,pray,1_5,N;SG,1_2,V;NFIN,POS_ERROR,,,,
prayer,praying,1_5,N;SG,1_3,V;V.PTCP;PRS,POS_ERROR,,,,
,,,,,,,,,,
due,duly,1_2,V;NFIN,1_4,?,PARADIGM_ERROR,,,,
duly,due,1_4,?,1_2,V;NFIN,PARADIGM_ERROR,,,,
,,,,,,,,,,
thorns,thorn,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
thorn,thorns,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
baskets,basket,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
basket,baskets,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
springs,spring,1_0,V;3;SG;PRS,1_2,V;NFIN,C,,,,
spring,springs,1_2,V;NFIN,1_0,V;3;SG;PRS,C,,,,
,,,,,,,,,,
