src word,tgt word,src slot,tgt slot
Dich,Dich,0_12,0_12
Dich,Dichten,0_12,0_11
Dichten,Dich,0_11,0_12
Dichten,Dichten,0_11,0_11
Gras,Gras,0_12,0_12
Gras,Grase,0_12,0_3
Gras,Grases,0_12,0_8
Grase,Gras,0_3,0_12
Grase,Grase,0_3,0_3
Grase,Grases,0_3,0_8
Grases,Gras,0_8,0_12
Grases,Grase,0_8,0_3
Grases,Grases,0_8,0_8
haue,haue,0_3,0_3
haue,hauest,0_3,0_2
haue,hauen,0_3,0_0
haue,haust,0_3,0_10
haue,haut,0_3,0_6
hauest,haue,0_2,0_3
hauest,hauest,0_2,0_2
hauest,hauen,0_2,0_0
hauest,haust,0_2,0_10
hauest,haut,0_2,0_6
hauen,haue,0_0,0_3
hauen,hauest,0_0,0_2
hauen,hauen,0_0,0_0
hauen,haust,0_0,0_10
hauen,haut,0_0,0_6
haust,haue,0_10,0_3
haust,hauest,0_10,0_2
haust,hauen,0_10,0_0
haust,haust,0_10,0_10
haust,haut,0_10,0_6
haut,haue,0_6,0_3
haut,hauest,0_6,0_2
haut,hauen,0_6,0_0
haut,haust,0_6,0_10
haut,haut,0_6,0_6
Schnee,Schnee,0_3,0_3
Schnee,Schnees,0_3,0_8
Schnees,Schnee,0_8,0_3
Schnees,Schnees,0_8,0_8
gegenwärtig,gegenwärtig,0_12,0_12
gegenwärtig,gegenwärtige,0_12,0_3
gegenwärtig,gegenwärtigen,0_12,0_0
gegenwärtige,gegenwärtig,0_3,0_12
gegenwärtige,gegenwärtige,0_3,0_3
gegenwärtige,gegenwärtigen,0_3,0_0
gegenwärtigen,gegenwärtig,0_0,0_12
gegenwärtigen,gegenwärtige,0_0,0_3
gegenwärtigen,gegenwärtigen,0_0,0_0
Gasse,Gasse,0_3,0_3
Gasse,Gassen,0_3,0_0
Gassen,Gasse,0_0,0_3
Gassen,Gassen,0_0,0_0
still,still,0_12,0_12
still,stillt,0_12,0_6
still,stillte,0_12,0_4
still,stillten,0_12,0_11
still,stille,0_12,0_3
still,stillen,0_12,0_0
still,stilles,0_12,0_8
still,stillest,0_12,0_2
still,stillem,0_12,0_7
still,stiller,0_12,0_5
stillt,still,0_6,0_12
stillt,stillt,0_6,0_6
stillt,stillte,0_6,0_4
stillt,stillten,0_6,0_11
stillt,stille,0_6,0_3
stillt,stillen,0_6,0_0
stillt,stilles,0_6,0_8
stillt,stillest,0_6,0_2
stillt,stillem,0_6,0_7
stillt,stiller,0_6,0_5
stillte,still,0_4,0_12
stillte,stillt,0_4,0_6
stillte,stillte,0_4,0_4
stillte,stillten,0_4,0_11
stillte,stille,0_4,0_3
stillte,stillen,0_4,0_0
stillte,stilles,0_4,0_8
stillte,stillest,0_4,0_2
stillte,stillem,0_4,0_7
stillte,stiller,0_4,0_5
stillten,still,0_11,0_12
stillten,stillt,0_11,0_6
stillten,stillte,0_11,0_4
stillten,stillten,0_11,0_11
stillten,stille,0_11,0_3
stillten,stillen,0_11,0_0
stillten,stilles,0_11,0_8
stillten,stillest,0_11,0_2
stillten,stillem,0_11,0_7
stillten,stiller,0_11,0_5
stille,still,0_3,0_12
stille,stillt,0_3,0_6
stille,stillte,0_3,0_4
stille,stillten,0_3,0_11
stille,stille,0_3,0_3
stille,stillen,0_3,0_0
stille,stilles,0_3,0_8
stille,stillest,0_3,0_2
stille,stillem,0_3,0_7
stille,stiller,0_3,0_5
stillen,still,0_0,0_12
stillen,stillt,0_0,0_6
stillen,stillte,0_0,0_4
stillen,stillten,0_0,0_11
stillen,stille,0_0,0_3
stillen,stillen,0_0,0_0
stillen,stilles,0_0,0_8
stillen,stillest,0_0,0_2
stillen,stillem,0_0,0_7
stillen,stiller,0_0,0_5
stilles,still,0_8,0_12
stilles,stillt,0_8,0_6
stilles,stillte,0_8,0_4
stilles,stillten,0_8,0_11
stilles,stille,0_8,0_3
stilles,stillen,0_8,0_0
stilles,stilles,0_8,0_8
stilles,stillest,0_8,0_2
stilles,stillem,0_8,0_7
stilles,stiller,0_8,0_5
stillest,still,0_2,0_12
stillest,stillt,0_2,0_6
stillest,stillte,0_2,0_4
stillest,stillten,0_2,0_11
stillest,stille,0_2,0_3
stillest,stillen,0_2,0_0
stillest,stilles,0_2,0_8
stillest,stillest,0_2,0_2
stillest,stillem,0_2,0_7
stillest,stiller,0_2,0_5
stillem,still,0_7,0_12
stillem,stillt,0_7,0_6
stillem,stillte,0_7,0_4
stillem,stillten,0_7,0_11
stillem,stille,0_7,0_3
stillem,stillen,0_7,0_0
stillem,stilles,0_7,0_8
stillem,stillest,0_7,0_2
stillem,stillem,0_7,0_7
stillem,stiller,0_7,0_5
stiller,still,0_5,0_12
stiller,stillt,0_5,0_6
stiller,stillte,0_5,0_4
stiller,stillten,0_5,0_11
stiller,stille,0_5,0_3
stiller,stillen,0_5,0_0
stiller,stilles,0_5,0_8
stiller,stillest,0_5,0_2
stiller,stillem,0_5,0_7
stiller,stiller,0_5,0_5
Dank,Dank,0_12,0_12
Dank,Danken,0_12,0_0
Dank,Danket,0_12,0_9
Danken,Dank,0_0,0_12
Danken,Danken,0_0,0_0
Danken,Danket,0_0,0_9
Danket,Dank,0_9,0_12
Danket,Danken,0_9,0_0
Danket,Danket,0_9,0_9
Geweihte,Geweihte,0_3,0_3
Geweihte,Geweihten,0_3,0_0
Geweihte,Geweihter,0_3,0_5
Geweihten,Geweihte,0_0,0_3
Geweihten,Geweihten,0_0,0_0
Geweihten,Geweihter,0_0,0_5
Geweihter,Geweihte,0_5,0_3
Geweihter,Geweihten,0_5,0_0
Geweihter,Geweihter,0_5,0_5
Freistädte,Freistädte,0_3,0_3
Freistädte,Freistädten,0_3,0_0
Freistädten,Freistädte,0_0,0_3
Freistädten,Freistädten,0_0,0_0
stärke,stärke,0_3,0_3
stärke,stärker,0_3,0_5
stärke,stärket,0_3,0_9
stärke,stärken,0_3,0_0
stärke,stärkt,0_3,0_6
stärke,stärkte,0_3,0_4
stärke,stärkten,0_3,0_11
stärker,stärke,0_5,0_3
stärker,stärker,0_5,0_5
stärker,stärket,0_5,0_9
stärker,stärken,0_5,0_0
stärker,stärkt,0_5,0_6
stärker,stärkte,0_5,0_4
stärker,stärkten,0_5,0_11
stärket,stärke,0_9,0_3
stärket,stärker,0_9,0_5
stärket,stärket,0_9,0_9
stärket,stärken,0_9,0_0
stärket,stärkt,0_9,0_6
stärket,stärkte,0_9,0_4
stärket,stärkten,0_9,0_11
stärken,stärke,0_0,0_3
stärken,stärker,0_0,0_5
stärken,stärket,0_0,0_9
stärken,stärken,0_0,0_0
stärken,stärkt,0_0,0_6
stärken,stärkte,0_0,0_4
stärken,stärkten,0_0,0_11
stärkt,stärke,0_6,0_3
stärkt,stärker,0_6,0_5
stärkt,stärket,0_6,0_9
stärkt,stärken,0_6,0_0
stärkt,stärkt,0_6,0_6
stärkt,stärkte,0_6,0_4
stärkt,stärkten,0_6,0_11
stärkte,stärke,0_4,0_3
stärkte,stärker,0_4,0_5
stärkte,stärket,0_4,0_9
stärkte,stärken,0_4,0_0
stärkte,stärkt,0_4,0_6
stärkte,stärkte,0_4,0_4
stärkte,stärkten,0_4,0_11
stärkten,stärke,0_11,0_3
stärkten,stärker,0_11,0_5
stärkten,stärket,0_11,0_9
stärkten,stärken,0_11,0_0
stärkten,stärkt,0_11,0_6
stärkten,stärkte,0_11,0_4
stärkten,stärkten,0_11,0_11
Weinberg,Weinberg,0_12,0_12
Weinberg,Weinberge,0_12,0_3
Weinberg,Weinbergen,0_12,0_0
Weinberg,Weinberges,0_12,0_8
Weinberg,Weinbergs,0_12,0_1
Weinberge,Weinberg,0_3,0_12
Weinberge,Weinberge,0_3,0_3
Weinberge,Weinbergen,0_3,0_0
Weinberge,Weinberges,0_3,0_8
Weinberge,Weinbergs,0_3,0_1
Weinbergen,Weinberg,0_0,0_12
Weinbergen,Weinberge,0_0,0_3
Weinbergen,Weinbergen,0_0,0_0
Weinbergen,Weinberges,0_0,0_8
Weinbergen,Weinbergs,0_0,0_1
Weinberges,Weinberg,0_8,0_12
Weinberges,Weinberge,0_8,0_3
Weinberges,Weinbergen,0_8,0_0
Weinberges,Weinberges,0_8,0_8
Weinberges,Weinbergs,0_8,0_1
Weinbergs,Weinberg,0_1,0_12
Weinbergs,Weinberge,0_1,0_3
Weinbergs,Weinbergen,0_1,0_0
Weinbergs,Weinberges,0_1,0_8
Weinbergs,Weinbergs,0_1,0_1
Rock,Rock,0_12,0_12
Rock,Rocks,0_12,0_1
Rock,Rocken,0_12,0_0
Rocks,Rock,0_1,0_12
Rocks,Rocks,0_1,0_1
Rocks,Rocken,0_1,0_0
Rocken,Rock,0_0,0_12
Rocken,Rocks,0_0,0_1
Rocken,Rocken,0_0,0_0
vergiß,vergiß,0_12,0_12
vergiß,vergißt,0_12,0_6
vergißt,vergiß,0_6,0_12
vergißt,vergißt,0_6,0_6
übe,übe,0_3,0_3
übe,über,0_3,0_5
übe,üben,0_3,0_0
übe,übest,0_3,0_2
übe,übet,0_3,0_9
übe,übt,0_3,0_6
übe,übte,0_3,0_4
übe,übten,0_3,0_11
über,übe,0_5,0_3
über,über,0_5,0_5
über,üben,0_5,0_0
über,übest,0_5,0_2
über,übet,0_5,0_9
über,übt,0_5,0_6
über,übte,0_5,0_4
über,übten,0_5,0_11
üben,übe,0_0,0_3
üben,über,0_0,0_5
üben,üben,0_0,0_0
üben,übest,0_0,0_2
üben,übet,0_0,0_9
üben,übt,0_0,0_6
üben,übte,0_0,0_4
üben,übten,0_0,0_11
übest,übe,0_2,0_3
übest,über,0_2,0_5
übest,üben,0_2,0_0
übest,übest,0_2,0_2
übest,übet,0_2,0_9
übest,übt,0_2,0_6
übest,übte,0_2,0_4
übest,übten,0_2,0_11
übet,übe,0_9,0_3
übet,über,0_9,0_5
übet,üben,0_9,0_0
übet,übest,0_9,0_2
übet,übet,0_9,0_9
übet,übt,0_9,0_6
übet,übte,0_9,0_4
übet,übten,0_9,0_11
übt,übe,0_6,0_3
übt,über,0_6,0_5
übt,üben,0_6,0_0
übt,übest,0_6,0_2
übt,übet,0_6,0_9
übt,übt,0_6,0_6
übt,übte,0_6,0_4
übt,übten,0_6,0_11
übte,übe,0_4,0_3
übte,über,0_4,0_5
übte,üben,0_4,0_0
übte,übest,0_4,0_2
übte,übet,0_4,0_9
übte,übt,0_4,0_6
übte,übte,0_4,0_4
übte,übten,0_4,0_11
übten,übe,0_11,0_3
übten,über,0_11,0_5
übten,üben,0_11,0_0
übten,übest,0_11,0_2
übten,übet,0_11,0_9
übten,übt,0_11,0_6
übten,übte,0_11,0_4
übten,übten,0_11,0_11
stößest,stößest,0_2,0_2
stößest,stößt,0_2,0_6
stößt,stößest,0_6,0_2
stößt,stößt,0_6,0_6
Will,Will,0_12,0_12
Will,Wille,0_12,0_3
Will,Willen,0_12,0_0
Will,Willst,0_12,0_10
Wille,Will,0_3,0_12
Wille,Wille,0_3,0_3
Wille,Willen,0_3,0_0
Wille,Willst,0_3,0_10
Willen,Will,0_0,0_12
Willen,Wille,0_0,0_3
Willen,Willen,0_0,0_0
Willen,Willst,0_0,0_10
Willst,Will,0_10,0_12
Willst,Wille,0_10,0_3
Willst,Willen,0_10,0_0
Willst,Willst,0_10,0_10
hungrig,hungrig,0_12,0_12
hungrig,hungrige,0_12,0_3
hungrig,hungrigen,0_12,0_0
hungrige,hungrig,0_3,0_12
hungrige,hungrige,0_3,0_3
hungrige,hungrigen,0_3,0_0
hungrigen,hungrig,0_0,0_12
hungrigen,hungrige,0_0,0_3
hungrigen,hungrigen,0_0,0_0
nötig,nötig,0_12,0_12
nötig,nötige,0_12,0_3
nötig,nötiger,0_12,0_5
nötig,nötigen,0_12,0_0
nötig,nötigt,0_12,0_6
nötig,nötigte,0_12,0_4
nötig,nötigten,0_12,0_11
nötige,nötig,0_3,0_12
nötige,nötige,0_3,0_3
nötige,nötiger,0_3,0_5
nötige,nötigen,0_3,0_0
nötige,nötigt,0_3,0_6
nötige,nötigte,0_3,0_4
nötige,nötigten,0_3,0_11
nötiger,nötig,0_5,0_12
nötiger,nötige,0_5,0_3
nötiger,nötiger,0_5,0_5
nötiger,nötigen,0_5,0_0
nötiger,nötigt,0_5,0_6
nötiger,nötigte,0_5,0_4
nötiger,nötigten,0_5,0_11
nötigen,nötig,0_0,0_12
nötigen,nötige,0_0,0_3
nötigen,nötiger,0_0,0_5
nötigen,nötigen,0_0,0_0
nötigen,nötigt,0_0,0_6
nötigen,nötigte,0_0,0_4
nötigen,nötigten,0_0,0_11
nötigt,nötig,0_6,0_12
nötigt,nötige,0_6,0_3
nötigt,nötiger,0_6,0_5
nötigt,nötigen,0_6,0_0
nötigt,nötigt,0_6,0_6
nötigt,nötigte,0_6,0_4
nötigt,nötigten,0_6,0_11
nötigte,nötig,0_4,0_12
nötigte,nötige,0_4,0_3
nötigte,nötiger,0_4,0_5
nötigte,nötigen,0_4,0_0
nötigte,nötigt,0_4,0_6
nötigte,nötigte,0_4,0_4
nötigte,nötigten,0_4,0_11
nötigten,nötig,0_11,0_12
nötigten,nötige,0_11,0_3
nötigten,nötiger,0_11,0_5
nötigten,nötigen,0_11,0_0
nötigten,nötigt,0_11,0_6
nötigten,nötigte,0_11,0_4
nötigten,nötigten,0_11,0_11
unausforschlich,unausforschlich,0_12,0_12
unausforschlich,unausforschlichen,0_12,0_0
unausforschlichen,unausforschlich,0_0,0_12
unausforschlichen,unausforschlichen,0_0,0_0
zusammentun,zusammentun,0_0,0_0
zusammentun,zusammentut,0_0,0_6
zusammentut,zusammentun,0_6,0_0
zusammentut,zusammentut,0_6,0_6
Erlöse,Erlöse,0_3,0_3
Erlöse,Erlöser,0_3,0_5
Erlöse,Erlösten,0_3,0_11
Erlöser,Erlöse,0_5,0_3
Erlöser,Erlöser,0_5,0_5
Erlöser,Erlösten,0_5,0_11
Erlösten,Erlöse,0_11,0_3
Erlösten,Erlöser,0_11,0_5
Erlösten,Erlösten,0_11,0_11
Verstand,Verstand,0_12,0_12
Verstand,Verstandes,0_12,0_8
Verstandes,Verstand,0_8,0_12
Verstandes,Verstandes,0_8,0_8
verlor,verlor,0_12,0_12
verlor,verloren,0_12,0_0
verloren,verlor,0_0,0_12
verloren,verloren,0_0,0_0
Tritt,Tritt,0_6,0_6
Tritt,Tritte,0_6,0_4
Tritte,Tritt,0_4,0_6
Tritte,Tritte,0_4,0_4
jene,jene,0_3,0_3
jene,jenes,0_3,0_8
jene,jenem,0_3,0_7
jene,jenen,0_3,0_0
jene,jener,0_3,0_5
jenes,jene,0_8,0_3
jenes,jenes,0_8,0_8
jenes,jenem,0_8,0_7
jenes,jenen,0_8,0_0
jenes,jener,0_8,0_5
jenem,jene,0_7,0_3
jenem,jenes,0_7,0_8
jenem,jenem,0_7,0_7
jenem,jenen,0_7,0_0
jenem,jener,0_7,0_5
jenen,jene,0_0,0_3
jenen,jenes,0_0,0_8
jenen,jenem,0_0,0_7
jenen,jenen,0_0,0_0
jenen,jener,0_0,0_5
jener,jene,0_5,0_3
jener,jenes,0_5,0_8
jener,jenem,0_5,0_7
jener,jenen,0_5,0_0
jener,jener,0_5,0_5
niederfiel,niederfiel,0_12,0_12
niederfiel,niederfiele,0_12,0_3
niederfiel,niederfielen,0_12,0_0
niederfiele,niederfiel,0_3,0_12
niederfiele,niederfiele,0_3,0_3
niederfiele,niederfielen,0_3,0_0
niederfielen,niederfiel,0_0,0_12
niederfielen,niederfiele,0_0,0_3
niederfielen,niederfielen,0_0,0_0
Ackerleute,Ackerleute,0_3,0_3
Ackerleute,Ackerleuten,0_3,0_0
Ackerleuten,Ackerleute,0_0,0_3
Ackerleuten,Ackerleuten,0_0,0_0
betrog,betrog,0_12,0_12
betrog,betrogen,0_12,0_0
betrogen,betrog,0_0,0_12
betrogen,betrogen,0_0,0_0
Türme,Türme,0_3,0_3
Türme,Türmen,0_3,0_0
Türmen,Türme,0_0,0_3
Türmen,Türmen,0_0,0_0
Zähne,Zähne,0_3,0_3
Zähne,Zähnen,0_3,0_0
Zähnen,Zähne,0_0,0_3
Zähnen,Zähnen,0_0,0_0
jämmerlich,jämmerlich,0_12,0_12
jämmerlich,jämmerlicher,0_12,0_5
jämmerlicher,jämmerlich,0_5,0_12
jämmerlicher,jämmerlicher,0_5,0_5
Eure,Eure,0_3,0_3
Eure,Euren,0_3,0_0
Euren,Eure,0_0,0_3
Euren,Euren,0_0,0_0
Gold,Gold,0_12,0_12
Gold,Golde,0_12,0_3
Gold,Goldes,0_12,0_8
Golde,Gold,0_3,0_12
Golde,Golde,0_3,0_3
Golde,Goldes,0_3,0_8
Goldes,Gold,0_8,0_12
Goldes,Golde,0_8,0_3
Goldes,Goldes,0_8,0_8
schon,schon,0_12,0_12
schon,schont,0_12,0_6
schon,schonte,0_12,0_4
schon,schone,0_12,0_3
schon,schonen,0_12,0_0
schont,schon,0_6,0_12
schont,schont,0_6,0_6
schont,schonte,0_6,0_4
schont,schone,0_6,0_3
schont,schonen,0_6,0_0
schonte,schon,0_4,0_12
schonte,schont,0_4,0_6
schonte,schonte,0_4,0_4
schonte,schone,0_4,0_3
schonte,schonen,0_4,0_0
schone,schon,0_3,0_12
schone,schont,0_3,0_6
schone,schonte,0_3,0_4
schone,schone,0_3,0_3
schone,schonen,0_3,0_0
schonen,schon,0_0,0_12
schonen,schont,0_0,0_6
schonen,schonte,0_0,0_4
schonen,schone,0_0,0_3
schonen,schonen,0_0,0_0
bestimme,bestimme,0_3,0_3
bestimme,bestimmt,0_3,0_6
bestimme,bestimmte,0_3,0_4
bestimme,bestimmten,0_3,0_11
bestimme,bestimmen,0_3,0_0
bestimme,bestimmst,0_3,0_10
bestimmt,bestimme,0_6,0_3
bestimmt,bestimmt,0_6,0_6
bestimmt,bestimmte,0_6,0_4
bestimmt,bestimmten,0_6,0_11
bestimmt,bestimmen,0_6,0_0
bestimmt,bestimmst,0_6,0_10
bestimmte,bestimme,0_4,0_3
bestimmte,bestimmt,0_4,0_6
bestimmte,bestimmte,0_4,0_4
bestimmte,bestimmten,0_4,0_11
bestimmte,bestimmen,0_4,0_0
bestimmte,bestimmst,0_4,0_10
bestimmten,bestimme,0_11,0_3
bestimmten,bestimmt,0_11,0_6
bestimmten,bestimmte,0_11,0_4
bestimmten,bestimmten,0_11,0_11
bestimmten,bestimmen,0_11,0_0
bestimmten,bestimmst,0_11,0_10
bestimmen,bestimme,0_0,0_3
bestimmen,bestimmt,0_0,0_6
bestimmen,bestimmte,0_0,0_4
bestimmen,bestimmten,0_0,0_11
bestimmen,bestimmen,0_0,0_0
bestimmen,bestimmst,0_0,0_10
bestimmst,bestimme,0_10,0_3
bestimmst,bestimmt,0_10,0_6
bestimmst,bestimmte,0_10,0_4
bestimmst,bestimmten,0_10,0_11
bestimmst,bestimmen,0_10,0_0
bestimmst,bestimmst,0_10,0_10
ausländische,ausländische,0_3,0_3
ausländische,ausländischen,0_3,0_0
ausländischen,ausländische,0_0,0_3
ausländischen,ausländischen,0_0,0_0
Arbe,Arbe,0_3,0_3
Dein,Dein,0_12,0_12
Dein,Deine,0_12,0_3
Dein,Deiner,0_12,0_5
Dein,Deinen,0_12,0_0
Dein,Deinem,0_12,0_7
Deine,Dein,0_3,0_12
Deine,Deine,0_3,0_3
Deine,Deiner,0_3,0_5
Deine,Deinen,0_3,0_0
Deine,Deinem,0_3,0_7
Deiner,Dein,0_5,0_12
Deiner,Deine,0_5,0_3
Deiner,Deiner,0_5,0_5
Deiner,Deinen,0_5,0_0
Deiner,Deinem,0_5,0_7
Deinen,Dein,0_0,0_12
Deinen,Deine,0_0,0_3
Deinen,Deiner,0_0,0_5
Deinen,Deinen,0_0,0_0
Deinen,Deinem,0_0,0_7
Deinem,Dein,0_7,0_12
Deinem,Deine,0_7,0_3
Deinem,Deiner,0_7,0_5
Deinem,Deinen,0_7,0_0
Deinem,Deinem,0_7,0_7
Gebundene,Gebundene,0_3,0_3
Gebundene,Gebundenen,0_3,0_0
Gebundene,Gebundener,0_3,0_5
Gebundenen,Gebundene,0_0,0_3
Gebundenen,Gebundenen,0_0,0_0
Gebundenen,Gebundener,0_0,0_5
Gebundener,Gebundene,0_5,0_3
Gebundener,Gebundenen,0_5,0_0
Gebundener,Gebundener,0_5,0_5
Galiläer,Galiläer,0_5,0_5
drei,drei,0_12,0_12
drei,dreist,0_12,0_10
drei,drein,0_12,0_0
drei,dreier,0_12,0_5
drei,dreien,0_12,0_0
dreist,drei,0_10,0_12
dreist,dreist,0_10,0_10
dreist,drein,0_10,0_0
dreist,dreier,0_10,0_5
dreist,dreien,0_10,0_0
drein,drei,0_0,0_12
drein,dreist,0_0,0_10
drein,drein,0_0,0_0
drein,dreier,0_0,0_5
drein,dreien,0_0,0_0
dreier,drei,0_5,0_12
dreier,dreist,0_5,0_10
dreier,drein,0_5,0_0
dreier,dreier,0_5,0_5
dreier,dreien,0_5,0_0
dreien,drei,0_0,0_12
dreien,dreist,0_0,0_10
dreien,drein,0_0,0_0
dreien,dreier,0_0,0_5
dreien,dreien,0_0,0_0
untergehe,untergehe,0_3,0_3
untergehe,untergehen,0_3,0_0
untergehe,untergeht,0_3,0_6
untergehe,untergehst,0_3,0_10
untergehen,untergehe,0_0,0_3
untergehen,untergehen,0_0,0_0
untergehen,untergeht,0_0,0_6
untergehen,untergehst,0_0,0_10
untergeht,untergehe,0_6,0_3
untergeht,untergehen,0_6,0_0
untergeht,untergeht,0_6,0_6
untergeht,untergehst,0_6,0_10
untergehst,untergehe,0_10,0_3
untergehst,untergehen,0_10,0_0
untergehst,untergeht,0_10,0_6
untergehst,untergehst,0_10,0_10
Vorjährige,Vorjährige,0_3,0_3
Vorjährige,Vorjährigen,0_3,0_0
Vorjährigen,Vorjährige,0_0,0_3
Vorjährigen,Vorjährigen,0_0,0_0
Stund,Stund,0_12,0_12
Stund,Stunde,0_12,0_3
Stund,Stunden,0_12,0_0
Stunde,Stund,0_3,0_12
Stunde,Stunde,0_3,0_3
Stunde,Stunden,0_3,0_0
Stunden,Stund,0_0,0_12
Stunden,Stunde,0_0,0_3
Stunden,Stunden,0_0,0_0
mitteninne,mitteninne,0_3,0_3
mitteninne,mitteninnen,0_3,0_0
mitteninnen,mitteninne,0_0,0_3
mitteninnen,mitteninnen,0_0,0_0
Hie,Hie,0_3,0_3
Hie,Hier,0_3,0_5
Hie,Hin,0_3,0_0
Hier,Hie,0_5,0_3
Hier,Hier,0_5,0_5
Hier,Hin,0_5,0_0
Hin,Hie,0_0,0_3
Hin,Hier,0_0,0_5
Hin,Hin,0_0,0_0
ändern,ändern,0_0,0_0
ändern,ändert,0_0,0_6
ändern,änderten,0_0,0_11
ändert,ändern,0_6,0_0
ändert,ändert,0_6,0_6
ändert,änderten,0_6,0_11
änderten,ändern,0_11,0_0
änderten,ändert,0_11,0_6
änderten,änderten,0_11,0_11
Höhle,Höhle,0_3,0_3
Höhle,Höhlen,0_3,0_0
Höhlen,Höhle,0_0,0_3
Höhlen,Höhlen,0_0,0_0
zusammenbringen,zusammenbringen,0_0,0_0
zusammenbringen,zusammenbringt,0_0,0_6
zusammenbringt,zusammenbringen,0_6,0_0
zusammenbringt,zusammenbringt,0_6,0_6
beschauen,beschauen,0_0,0_0
beschauen,beschaut,0_0,0_6
beschauen,beschauten,0_0,0_11
beschaut,beschauen,0_6,0_0
beschaut,beschaut,0_6,0_6
beschaut,beschauten,0_6,0_11
beschauten,beschauen,0_11,0_0
beschauten,beschaut,0_11,0_6
beschauten,beschauten,0_11,0_11
band,band,0_12,0_12
band,banden,0_12,0_0
banden,band,0_0,0_12
banden,banden,0_0,0_0
Seba,Seba,0_12,0_12
Seba,Sebat,0_12,0_6
Sebat,Seba,0_6,0_12
Sebat,Sebat,0_6,0_6
Entronnene,Entronnene,0_3,0_3
Entronnene,Entronnener,0_3,0_5
Entronnene,Entronnenen,0_3,0_0
Entronnener,Entronnene,0_5,0_3
Entronnener,Entronnener,0_5,0_5
Entronnener,Entronnenen,0_5,0_0
Entronnenen,Entronnene,0_0,0_3
Entronnenen,Entronnener,0_0,0_5
Entronnenen,Entronnenen,0_0,0_0
Aas,Aas,0_12,0_12
Aas,Aase,0_12,0_3
Aase,Aas,0_3,0_12
Aase,Aase,0_3,0_3
Stern,Stern,0_12,0_12
Stern,Sterns,0_12,0_1
Stern,Sterne,0_12,0_3
Stern,Sternen,0_12,0_0
Sterns,Stern,0_1,0_12
Sterns,Sterns,0_1,0_1
Sterns,Sterne,0_1,0_3
Sterns,Sternen,0_1,0_0
Sterne,Stern,0_3,0_12
Sterne,Sterns,0_3,0_1
Sterne,Sterne,0_3,0_3
Sterne,Sternen,0_3,0_0
Sternen,Stern,0_0,0_12
Sternen,Sterns,0_0,0_1
Sternen,Sterne,0_0,0_3
Sternen,Sternen,0_0,0_0
erlaube,erlaube,0_3,0_3
erlaube,erlaubt,0_3,0_6
erlaube,erlaubte,0_3,0_4
erlaubt,erlaube,0_6,0_3
erlaubt,erlaubt,0_6,0_6
erlaubt,erlaubte,0_6,0_4
erlaubte,erlaube,0_4,0_3
erlaubte,erlaubt,0_4,0_6
erlaubte,erlaubte,0_4,0_4
gebar,gebar,0_12,0_12
gebar,gebaren,0_12,0_0
gebaren,gebar,0_0,0_12
gebaren,gebaren,0_0,0_0
Wasserbrunnen,Wasserbrunnen,0_0,0_0
beging,beging,0_12,0_12
beging,begingen,0_12,0_0
begingen,beging,0_0,0_12
begingen,begingen,0_0,0_0
wandeln,wandeln,0_0,0_0
wandeln,wandelt,0_0,0_6
wandeln,wandelte,0_0,0_4
wandeln,wandelten,0_0,0_11
wandeln,wandelst,0_0,0_10
wandelt,wandeln,0_6,0_0
wandelt,wandelt,0_6,0_6
wandelt,wandelte,0_6,0_4
wandelt,wandelten,0_6,0_11
wandelt,wandelst,0_6,0_10
wandelte,wandeln,0_4,0_0
wandelte,wandelt,0_4,0_6
wandelte,wandelte,0_4,0_4
wandelte,wandelten,0_4,0_11
wandelte,wandelst,0_4,0_10
wandelten,wandeln,0_11,0_0
wandelten,wandelt,0_11,0_6
wandelten,wandelte,0_11,0_4
wandelten,wandelten,0_11,0_11
wandelten,wandelst,0_11,0_10
wandelst,wandeln,0_10,0_0
wandelst,wandelt,0_10,0_6
wandelst,wandelte,0_10,0_4
wandelst,wandelten,0_10,0_11
wandelst,wandelst,0_10,0_10
Fällen,Fällen,0_0,0_0
Fällen,Fällt,0_0,0_6
Fällt,Fällen,0_6,0_0
Fällt,Fällt,0_6,0_6
rechne,rechne,0_12,0_12
rechne,rechnet,0_12,0_6
rechne,rechnete,0_12,0_4
rechne,rechneten,0_12,0_11
rechne,rechnen,0_12,0_0
rechne,rechnest,0_12,0_10
rechnet,rechne,0_6,0_12
rechnet,rechnet,0_6,0_6
rechnet,rechnete,0_6,0_4
rechnet,rechneten,0_6,0_11
rechnet,rechnen,0_6,0_0
rechnet,rechnest,0_6,0_10
rechnete,rechne,0_4,0_12
rechnete,rechnet,0_4,0_6
rechnete,rechnete,0_4,0_4
rechnete,rechneten,0_4,0_11
rechnete,rechnen,0_4,0_0
rechnete,rechnest,0_4,0_10
rechneten,rechne,0_11,0_12
rechneten,rechnet,0_11,0_6
rechneten,rechnete,0_11,0_4
rechneten,rechneten,0_11,0_11
rechneten,rechnen,0_11,0_0
rechneten,rechnest,0_11,0_10
rechnen,rechne,0_0,0_12
rechnen,rechnet,0_0,0_6
rechnen,rechnete,0_0,0_4
rechnen,rechneten,0_0,0_11
rechnen,rechnen,0_0,0_0
rechnen,rechnest,0_0,0_10
rechnest,rechne,0_10,0_12
rechnest,rechnet,0_10,0_6
rechnest,rechnete,0_10,0_4
rechnest,rechneten,0_10,0_11
rechnest,rechnen,0_10,0_0
rechnest,rechnest,0_10,0_10
